Key,Command,Value
31000101241,,"ต้องมีเสียงเจี๊ยวจ๊าว ผู้คนจอแจสิ
ถึงจะได้บรรยากาศของท่าเรือ!"
31000101261,,"เกาะพูดได้เดี๋ยวนี้ มีนักท่องเที่ยว
มาผจญภัยเยอะขึ้นมาก~"
31000101301,,ออร์ค? หมายถึงออร์คน่ะเหรอ!?
31000101311,,"เรือไปกลูดิโอกำลังจะออกจากท่า
ผู้โดยสารกรุณาขึ้นเรือให้เรียบร้อย"
31000101331,,"เห็นพวกนักท่องเที่ยวเมื่อครู่ไหม?
สไตล์ข้าเป๊ะเลยนะ"
31000101341,,"วันนี้ก็อากาศดี เหมาะแก่การ
เดินเรือที่สุดเลยนะ!"
31000101381,,โปรดระวังพวกออร์ค!!!
31000101391,,อย่าลดการป้องกันลง!!!
31000101451,,ที่นี่ห้ามผ่านเข้าไป!!
31000101501,,"ฮ่าๆๆ ตอนนี้มาถึง
บั้นปลายชีวิตแล้วเหรอเนี่ย..."
31000101541,,"สินค้าพิเศษจากเกาะพูดได้!
มีขนสัตว์ทองคำมาขายจ้า!"
31000101542,,"มีแต่เกาะพูดได้ ที่หาซื้อสิ่งนี้
ได้ที่นี่เท่านั้นแหละ"
31000101543,,"ถ้าอยากจะเที่ยวเกาะพูดได้
อย่างราบรื่น ก็ต้องมีสิ่งนี้สักชิ้นนะ"
31000101544,,ยินดีต้อนรับ!
31000101545,,โพชั่นของท่านไม่พอหรือเปล่า?
31000101551,,ฮิฮิ~ ลูกข้าอายุ 3 ขวบแล้วล่ะ!
31000101571,,"พวกนักผจญภัยโง่เง่า...
เสี่ยงชีวิตเพื่อเงินทอง..."
31000101611,,"เห็นปลาที่ข้าจับได้เมื่อกี้ไหม?
ที่ตกปลาของเกาะพูดได้
นี่มันสุดยอดจริงๆ!"
31000101621,,"ได้ยินว่าออร์คปรากฏตัว
ทางทิศเหนือของหมูบ้าน!
เป็นความจริงเหรอ?"
31000101771,,"ซื้อสร้อยคอไหม~ สร้อยคอ~
มีสร้อยคอของดีมาขาย~!"
31000101811,,กรุณาใช้จุดวาร์ปเพื่อย้ายพื้นที่
31000101821,,"มาเข้าร่วมแคลนสิ!
ถ้ามีสหาย ร่วมด้วยช่วยกัน
ก็ไม่ต้องกลัว ใครหน้าไหน!"
31000101831,,"หากเสริมแกร่งอุปกรณ์ก็จะต่อสู้
กับพวกศัตรูได้ง่ายขึ้น!!"
31000101841,,"มีกระสุนวิญญาณขาย!
ไอเทมที่ช่วยมอบดาเมจ
ให้กับมอนสเตอร์ได้มากขึ้น!"
31000101911,,พวกเราจะจัดการกับออร์คเอง
31000101921,,"ความสงบเรียบร้อยของหมู่บ้าน
พวกเราจะรับผิดชอบเอง"
31000101931,,หมู่บ้านในเกาะพูดได้มีความปลอดภัย
31000101941,,ยินดีต้อนรับเข้าสู่หมู่บ้าน!!
31000101961,,"บรรยากาศในเกาะผิดปกติ เห็นว่า
ทางทิศเหนือกำลังทำสงครามเหรอ?"
31000101971,,รีบออกไปจากเกาะน่าจะดีกว่า
31000101981,,"ได้ยินว่ามีพวกออร์คที่อยู่ทาง
ทิศเหนือมี 10,000 กว่าตัวเหรอ?"
31000102011,,ออร์คปรากฏตัวที่ทิศเหนือ!!!
31000102221,,"ไม่ต้องกังวล! ท่านสามารถ
ปลดประจำการได้อย่างปลอดภัย"
31000102501,,"เจ้าพวกออร์ค! ข้าจะแก้แค้น
ให้สหายของข้าให้ได้!"
31000102511,,"จะพ่ายแพ้ในสงครามนี้ไม่ได้
ครอบครัวของข้าอยู่ในหมู่บ้านที่นี่"
31000102551,,"ไม่คิดว่าออร์คจะกรูเข้ามา
นี่มันบั้นปลายชีวิตแบบไหนกัน..."
31000102561,,"กำลังทำสงครามกับออร์คอยู่
ถ้าแพ้ล่ะก็ ความเสียหาย
จะลามไปถึงหมู่บ้านแน่นอน"
31000103001,,"พวกออร์คกรูเข้ามาแล้ว...
ข้ากำลังขวางไว้ด้วยเวทย์..."
31000103011,,ฮู่... ฮู่... หมดแรงเลยแฮะ
31000103021,,อย่างออร์คน่ะ! ข้าไม่กลัวหรอก!
31000111671,,"โปรดสมัครเข้ากองกำลัง
เพื่อเกาะพูดได้!"
31000111691,,มาสมัครเข้ากองกำลังเหรอ?
31000111851,,ข้าจะจับตาดูการกระทำที่ไร้สาระ!
31000111861,,ไม่จำเป็นต้องอ่อนข้อให้!
31000111891,,โปรดจบมันลงในดาบเดียว!
31000111971,,"ต้องสั่งสอนให้เจ้าพวกออร์ค
ได้รู้ซึ้งกันหน่อย!"
31000111981,,ขะ... ขอบคุณ! ข้ากลัวแทบแย่!
31000210011,,"กระสุนวิญญาณนี้เหมาะที่จะใช้สู้
กับโกเลมนะเหมียว! ซื้อดูสิเหมียว!"
31000280811,,ฆะ... ฆ่าข้าที...
31000280821,,เจ็บปวดเหลือเกิน... จบมันที...
31000300171,,ถ้ามีไม้เท้าล่ะก็ ข้าคงจะสู้เองแล้ว!
31000300181,,"ก่อนหน้านี้เห็นเจ้าเอาแต่ร้องไห้
และคอยหลบซ่อนตัว!"
31000304081,,"ได้รับสารจากไอน์ฮาซาร์ด
ว่าให้ส่งท่านไป"
31000304111,,"เห็นผลงานของท่านแล้ว!
ขอบใจจริงๆ!"
31000305851,,"ทำไมอยู่ดีๆ พวกโจรสลัดถึงได้
กรูเข้ามาล่ะ! นี่มันก็ไม่ใช่ยุคของ
ราชาโจรสลัดสักหน่อย!"
31000307781,,อ่อ ไม่ได้มาที่นี่เพื่อท่องเที่ยวสินะ...
31000307791,,ท่าน! ใจเย็นๆ ก่อน!
31000309371,,ตั๋วไปท่าเรือเกาะพูดได้เชิญทางนี้
31000309391,,"ท่านมาสมัครเป็น
พลทหารของกลูดินเหรอ?"
31000309411,,"ลั้นลั้นลา... พวกเพื่อนของข้า
ไปไหนกันหมดนะ..."
31000309441,,"ถึงคราวนี้ท่านจะเป็นวีรชน
แต่คราวหน้าต้องเป็นทีของข้า!"
31000309451,,"ยินดีต้อนรับ ที่นี่คือ
หมู่บ้านในท่าเรือกลูดิน"
31000309791,,ท่านเป็นผู้ที่ไอน์ฮาซาร์ดส่งมานั่นเอง
31000309801,,"ถ้าใช้จุดวาร์ปตรงนี้ จะสามารถ
ไปยังที่ที่ต้องการได้"
31000309811,,"ถ้าอยากทำศึกชิงปราสาท
เพื่อแก่งแย่งช่วงชิงปราสาทล่ะก็
มาสมัครที่ข้าสิ!"
31000309831,,ขายกระสุนวิญญาณเป็นงานอดิเรก~
31000309841,,"ถ้ามีของในกระเป๋าเยอะเกินไป
ก็ใช้คลังดูสิ!"
31000309851,,โธ่เอ๊ย! ลื่นอีกแล้ว!
31000309861,,"หมู่บ้านมีเสียงอึกทึกครึกโครม
อีกแล้วสินะ ข้าอยากอยู่เงียบๆ
ตกปลาเพลินๆ แท้ๆ"
31000309871,,"ใช่วีรชนที่ช่วยหมู่บ้านรึเปล่า?
ถ้าเป็นท่านจริง ข้าจะให้ราคา
ถูกเป็นพิเศษ~"
31000309891,,พวกเราจะคุ้มกันที่แห่งนี้
31000309901,,"เฮ้อ... เมื่อไหร่
จะถึงเวลาเปลี่ยนเวรนะ..."
31000309911,,ชิ้นนี้ก็ลดให้เยอะแล้วนะเหมียว!
31000309912,,"ก่อนที่ข้าจะเป็นแมวสฟิงซ์
คงไม่ได้หรอกเหมียว!"
31000309921,,พวกเราจะคุ้มกันที่แห่งนี้
31000309931,,"มีพวกทรชนอยู่เยอะ
ระมัดระวังด้วยล่ะ"
31000309932,,ไม่มีของหนีภาษีใช่ไหม?
31000309951,,"สมาชิกกองทหารรับจ้างสีเงิน!!!
ยินดีต้อนรับ!"
31000309961,,"ว่ากันว่ากองทหารรับจ้าง
เป็นคนขัดขวางการโจมตีครั้งนี้~"
31000309971,,งั้นเหรอ? ถึงว่า ดูเท่มากๆ เลยล่ะ!
31000310331,,กองทหารรับจ้างจงเจริญ~!
31000310341,,"โอ๊ย~ ให้ตายข้าก็ไปที่เกาะ
ไม่ได้หรอก~ สงสัยร่างกายข้า
จะติดเมืองมากไปหน่อย"
31000310441,,สวัสดี!
31000318221,,"สมัยก่อน ตอนที่เคยล่องเรือ
ท่องเที่ยว มันสนุกมากจริงๆ!"
31000318231,,"ขอบใจมาก! เพราะท่านแท้ๆ
ถึงปกป้องผู้โดยสารของข้าไว้ได้!"
31000318241,,"ท่านขับไล่พวกโจรสลัด
นั่นไปได้เหรอ? ช่างเก่งจริงๆ!"
31000322561,,"ระวังตัวด้วย จากนี้จะเป็น
รังโจรโอลมาฮุม"
31000322611,,"จะสมัครกองกำลังไล่ล่า
โอลมาฮุมเหรอ?"
31000322701,,"ความปลอดภัยของตัวประกัน
ต้องมาก่อนอย่างอื่น เข้าใจไหม?"
31000322711,,"บ้าไปแล้วรึ? ถ้าเป็นข้า
จะไม่เข้าไปในสุสานหรอก!"
31000322981,,"โพชั่นเป็นสิ่งจำเป็นต่อการ
กวาดล้างโอลมาฮุมนะเหมียว!"
31000350151,,โอ๊ย แถมอีกหน่อยสิ เจ้าขี้ตืด!
31000350152,,เจ้าเหมียวขี้ตืด!
31000350161,,"จับอันเดธก็ต้องใช้
กระสุนวิญญาณไม่ใช่เหรอ!"
31000350162,,"ท่านนักผจญภัยที่อยู่ตรงนั้นน่ะ!
ต้องซื้อโพชั่นใช้สักหน่อยไหม?"
31000350163,,"การเตรียมตัวให้พร้อมเป็นพื้นฐาน
ของการต่อสู้นะ! เพราะงั้นก็ช่วย
ซื้อสักชิ้นสิ ฮิฮิ..."
31000350181,,"เฮ้อ... พวกอันเดธทำให้
ธุรกิจของข้าย่ำแย่ลง"
31000350182,,"ท่านน่ะ ไหนๆ ก็มาแล้ว
ไม่สร้างโลงศพสักโลงล่ะ? ฮ่าๆ!"
31000350191,,ไม่รู้สึกถึงพลังอันเยือกเย็นบ้างเหรอ?
31000350192,,ที่นี่มีผี ต้องระวังตัวให้มาก หึหึ
31000350201,,"เอ่อ ข้าเห็นผีจริงๆ นะ!
เชื่อข้าหน่อยเถอะ!"
31000350202,,เป็นผีเอลฟ์ผู้หญิงผมขาวแน่ๆ!
31000350211,,เพลาๆ เรื่องโกหกหน่อย เจ้าขี้โกหก!
31000350212,,"พูดเรื่องที่มันน่าเชื่อถือหน่อยสิ
คนเขาถึงจะเชื่อ! เฮ้อ..."
31000350221,,"จริงเหรอ? ไม่เห็นผู้เล่น
ที่ทำบาปแถวๆ นี้เลยจริงเหรอ?"
31000350222,,"คงไม่ได้โกหกใช่ไหม? ท่านเอง
ก็เป็นผู้ต้องสงสัยที่สุดเลยนะ!"
31000350231,,"บอกว่าไม่เห็นจริงๆ ไงล่ะ
ดูยังไงถึงมาบอกว่าข้า
เป็นผู้เล่นทำบาป!"
31000350232,,"คนที่เดินผ่านไปตรงนั้น
น่าจะแข็งแกร่งกว่าท่านอีกมั้ง!"
31000350241,,"ตั้งแต่กลูดิโอเป็นต้นไป มีผู้เล่น
ทำบาปอยู่เต็มไปหมด ระวังตัวด้วย"
31000350242,,มาสำรวจเรื่องการหายตัวไปงั้นเหรอ?
31000350261,,"ดูคนนั้นสิ! เห็นว่าเป็น
หน่วยทหารรับจ้างเหรอ?"
31000350262,,"ถ้าข้าสามารถเข้า
กองทหารรับจ้างได้ล่ะก็..."
31000350281,,"หน้าที่สำรวจเรื่องการสูญหาย...
ดูจะยุ่งยากทีเดียว ทำไงดีนะ?"
31000350282,,ไม่มีงานง่ายๆ บ้างหรือไงกัน...?
31000350311,,คึกคักสมกับเป็นหมู่บ้านในท่าเรือ!
31000350312,,ไม่มีอะไรน่าดูแล้วเหรอ?
31000350321,,"เร็วเข้า เร็วเข้า! ลองไป
ตรงนู้นกันเถอะ!"
31000350322,,ว้าว กว้างขวางอะไรอย่างนี้!
31000350331,,เฮ้อ ไปช้าๆ อีกหน่อยไม่ได้เหรอ?
31000350332,,ข้าเจ็บขาแล้วนะ~ ช้าลงหน่อยเถอะ
31000392751,,"นี่ ท่าน! รีบทำอะไร
กับเจ้าพวกนั้นสักอย่างสิ!"
31000392781,,"เฮ้อ... ข้ามาลำบากลำบน
อะไรถึงที่นี่กันเนี่ย"
31000400131,,"ท่านจะไม่สมัครเข้าร่วม
กองกำลังกวาดล้างหรอกเหรอ?"
31000400132,,นิ่งเฉยอยู่ทำไม! รีบสมัครเร็วเข้า!
31000400401,,"เจ้ากิ้งก่าพวกนี้... ทำให้หมู่บ้านเรา
อยู่ในสภาพนี้…!"
31000400402,,"ท่านลอร์ดไม่ส่งกองหนุน
มัวทำอะไรอยู่?"
31000401151,,"ให้ตายสิ... คอยดูเถอะ
ข้าจะเอาชีวิตรอดไปให้ได้"
31000401152,,"ข้าจะต้องรอดกลับไป
พบหน้าครอบครัวให้ได้"
31000409511,,"อย่าดูถูกว่าบั๊กแบร์มีสติปัญญาต่ำนะ
เข้าใจไหม?"
31000409512,,"ถ้าพบพวกผู้หมวดที่สูญหายไป
ต้องคำนึงถึงความปลอดภัยของ
พวกเขาเป็นอย่างแรกเลยนะ"
31000410331,,"กองทหารรับจ้างที่มาสมัครเข้าร่วม
กวาดล้างมอนสเตอร์รึเปล่า?
แวะที่นี่ก่อนค่อยไปสิ!"
31000410332,,"มีดของข้าเหมาะจะสับ
เจ้าพวกกิ้งก่าที่สุด!"
31000410391,,"เห็นว่าพวกมอนสเตอร์บุกมา
ใต้จมูกนี้แล้ว... ไม่เป็นไรเหรอ..."
31000410392,,ไอน์ฮาซาร์ด... โปรดคุ้มครองกลูดิโอ...
31000410421,,ลิซาร์ดแมนไม่ได้ตามมาเหรอ?
31000410422,,"ผ่านแหล่งเพาะปลูกที่ถูกปล้น
ได้อย่างปลอดภัย ไม่ธรรมดาเลยนะ!"
31000410521,,เฮ้อ... เมื่อไหร่จะได้กลับบ้านนะ...
31000410522,,"ต้องฆ่าเจ้าพวกมอนสเตอร์
ที่น่าเบื่อหน่ายอีกเท่าไหร่กัน?"
31000410541,,รู้เหมือนมันจะไม่มีวันสิ้นสุดเลย...
31000410542,,แม่จ๋า... ข้าคิดถึงแม่...
31000410571,,"ที่นี่อันตรายมาก ถ้าไม่ใช่สมาชิก
มาร่วมต่อสู้ ก็ขอเชิญกลับไปซะ"
31000410572,,"ถ้าสมัครเข้ากองกำลังกวาดล้าง
ก็เชิญไปรายงานท่านหัวหน้าก่อน"
31000418501,,"ห้ามส่งเสียงเอะอะ
โวยวายในหมู่บ้าน"
31000418502,,"ถ้าต้องการงาน ลองสมัครเข้า
กองกำลังกวาดล้างดูเป็นไง?"
31000418561,,"จะไม่ปล่อยให้ลิซาร์ดแมน
เข้ามาถึงที่นี่ได้ อีกต่อไป!"
31000418562,,"เจ้าพวกกิ้งก่าอวดดี...
เฝ้ารอโอกาสอยู่สินะ"
31000450471,,"เอาไงดีนะ... สมัครเข้ากองกำลัง
กวาดล้างมอนสเตอร์ดีไหม?"
31000450472,,"มันไม่อันตรายไปหน่อยสำหรับ
ความสามารถอย่างพวกเราเหรอ?"
31000450481,,"ไปลองสมัครดูสักครั้งสิ!
ข้าเดาได้เลยว่าพวกเราตายแน่ๆ"
31000450482,,"อย่างเจ้าบั๊กแบร์ จับทำเป็น
หมูหันซะก็จบแล้ว!"
31000450491,,"เห็นว่าเซอร์ ฟอน วินด์วู้ด เป็นผู้
สั่งการแผนยึดคืนวินด์วู้ดใช่ไหม?"
31000450492,,"แผนยึดคืนเริ่มต้นขึ้นแล้ว การฟื้นฟู
วินด์วู้ดก็อยู่ใกล้แค่เอื้อม"
31000450501,,ต้องยึดคืนวินด์วู้ดให้ได้เร็วๆ
31000450502,,"โศกนาฏกรรมของวินด์วู้ด
จะได้จบลงเสียที"
31000450531,,"เห็นว่าการชิงปราสาทกลูดิโอ
ใกล้จะเริ่มเต็มทีแล้ว?!"
31000450532,,"ใช่~ ข้าก็อยากเข้าร่วม
ศึกชิงปราสาทดูสักครั้ง!"
31000450541,,"ถ้าข้าเข้าร่วมศึกชิงปราสาทล่ะก็
ข้าจะกำจัดศัตรูให้ดับในดาบเดียว!"
31000450542,,"ทิ้งคนมีความสามารถอย่างข้า
แล้วเริ่มศึกชิงปราสาทเนี่ยนะ…!"
31000450551,,"ไหนดูซิ... รับผู้สมัครเข้าร่วม
ศึกชิงปราสาทกลูดิโอเหรอ?"
31000450552,,"ราชาแห่งอาณาจักรของมนุษย์
ที่ถือกำเนิดจากเอลฟ์ก็คงจะ
หน้าตาดีใช่ไหม? ฮิฮิ"
31000450561,,"อย่ามัวคิดอะไรแปลกๆ อยู่เลย
มาสมัครเข้าร่วมแคลนปราสาท
กันก่อนเถอะ!"
31000450562,,"ฝันที่เป็นจริง! ของข้าคือ
เป็นหัวหน้าหน่วยอัศวินรูปงาม
แห่งแคลนปราสาท!"
31000499711,,"สู้กับลิซาร์ดแมน กระสุนวิญญาณ
นี่ดีที่สุดเลยเหมียว!"
31000506751,,"เราต้องเตรียมตัวลุย
รักษาแถวไว้ให้ดีล่ะ"
31000506752,,"เห็นเหล่าพลทหารที่
กระจัดกระจายอีกไหม?"
31000508741,,"เจ้าพวกโอลมาฮุม
ยังสติดีอยู่รึเปล่า?"
31000508742,,"ทำไมอยู่ดีๆ พวกกองโจร
ถึงได้สนใจคริสตัลล่ะ?"
31000512641,,อยู่ดีๆ อันเดธก็ออกอาละวาด!
31000512642,,"ทุกคนตั้งสติให้ดี
อย่ากระจัดกระจายกันออกไป!"
31000514601,,"การยึดคืนวินด์วู้ดอยู่แค่เอื้อม!
ออกแรงกันหน่อย!"
31000514602,,"ถึงเวลาขับไล่เจ้าพวกออร์ค
ออกจากบ้านเกิดของพวกเราแล้ว!"
31000550011,,"วินด์วู้ดที่เคยงดงาม
กลายสภาพเป็นแบบนี้..."
31000550012,,จะต้องแก้แค้นเจ้าพวกออร์คให้ได้!
31000550021,,ต้นไม้พากันตายหมด...
31000550022,,"เหมือนข้าจะได้ยินเสียงกรีดร้อง
ที่เต็มไปด้วยความทรมาน
ตรงแถวๆ นี้ อยู่บ่อยๆ..."
31000550031,,"ก่อนเจอกับพวกออร์คก็
ซื้อโพชั่นไปสักหน่อยสิเหมียว"
31000550032,,"กระสุนวิญญาณแค่นั้น
จะสู้กับออร์คได้เหรอเหมียว"
31000607241,,"กะ... เกิดเรื่องใหญ่แล้ว...
เหมือนจะมีของหายไปนะ"
31000607251,,ย้ายไปหมดตั้งแต่เมื่อไหร่กัน...
31000607261,,ทำไมเหรอ? เกิดเรื่องอะไรขึ้นเหรอ?
31000607521,,กำลังปฏิบัติงาน! ทุกอย่างปกติ!
31000607551,,ปะ... เปลี่ยนเวรหน่อย...
31000612811,,"เสบียงจากกลุ่มการค้า
จะมาถึงเมื่อไหร่กันนะ..."
31000612812,,"ของคงจะทยอยหมดไป
ก่อนละมั้งเนี่ย?"
31000630251,,"นี่ท่าน เตรียมตัวไปในสภาพนั้น
มันอันตรายนะ ซื้อโพชั่นไปด้วยสิ!"
31000630252,,"กระสุนวิญญาณเป็นสิ่งจำเป็น
สำหรับต่อกรกับพวกมดที่นี่"
31000650061,,แหยะ... พวกมดที่น่าขยะแขยง!
31000650062,,"เกิดเรื่องอะไรขึ้นกันแน่
มดพวกนั้นถึงปรากฏขึ้น?"
31000650071,,"เห็นว่ามีมดราชินีขนาดใหญ่
อยู่ในถ้ำมดซึ่งอยู่ใต้ดินนี่แหละ!"
31000650072,,"ว้าว~ มดราชินี~ จะงดงามแค่ไหน
กันนะ? ก็เป็นถึงราชินีนี่นา!"
31000650081,,"เห็นว่าพวกนักเวทย์แห่ง
หอคอยงาช้างตายปริศนาเหรอ?"
31000650082,,"เจ้าพวกไหนกันนะ ที่ฆ่านักเวทย์
แห่งหอคอยงาช้างได้?"
31000650121,,"ถ้าไปทางทิศใต้จะเจอ
ดินแดนดิออน คงไม่ใช่
ผู้ต้องหาหรอกนะ?"
31000650122,,"ก่อนจะไปยังดิออน
กรุณายืนยันตัวตนด้วย"
31000650181,,"ข้าจะไปดินแดนดิออน ยังไม่รีบ
ออกใบอนุญาตผ่านทางให้อีก!"
31000650182,,"อยากออกไปจากทะเลทราย
ที่น่าเบื่อนี่ไวๆ!"
31000650191,,"คอไม่แห้งบ้างเหรอ? ดื่มโพชั่น
สักหน่อยแล้วค่อยไปสิ~"
31000650192,,"ไหนๆ ก็มาพื้นที่ตั้งแคมป์แล้ว
เอาของติดไม้ติดมือไปใช้หน่อยสิ!"
31000650231,,"เห็นว่าคาซีร์ปรากฏตัวตัว
อยู่ข้างหน้า ระวังด้วยล่ะ!"
31000650232,,"ได้ยินว่าคือคาซีร์นะ! ว่ากันว่า
เป็นนักล่าเหยื่อแห่งทะเลทราย"
31000699711,,"ถ้าอยากจะผ่านพื้นที่รกร้างไปล่ะก็
โพชั่นนี่คือสิ่งจำเป็นนะเหมียว!"
31000706031,,ท่านที่อยู่ตรงนั้นน่ะ! ดาบเก่าเชียว!
31000706041,,"ข้าจะเก็บรักษาของไว้ให้
อย่างปลอดภัย!"
31000706051,,นี่ไม่ใช่เวลาที่ข้าจะมาขายของ...
31000706061,,เห็นเด็กน้อยคนเมื่อกี้ไหม?
31000706071,,ถ้ามีเรื่องจำเป็น ขอแค่บอกมา!
31000706101,,"โฮะๆๆ เจ้ากูสคงจะค้าขาย
ได้ดีใช่ไหม? "
31000706111,,โดนซาร่าดุอีกแน่ๆ!
31000706121,,"เด็กน้อย ไม่ต้องการยาเพิ่ม
ส่วนสูงเหรอเหมียว?"
31000706122,,"ถ้ากินยานี่จะสูงเท่าบั๊กแบร์
เลยนะเหมียว!"
31000706131,,"ว้าว! ว่าแต่ทำไมลุงแมวเหมียว
ถึงได้เตี้ยอย่างนั้นล่ะ?"
31000706132,,"โธ่~ โกหก! โลกนี้มียาแบบนั้น
ที่ไหนกันเล่า~"
31000706141,,"คงจะออกไปข้างนอกไม่ได้
เพราะมีพวกมอนสเตอร์อยู่~"
31000706151,,"เฮ้อ~ จริงๆ ข้าต้องรวบรวม
สมุนไพรนะ..."
31000706171,,วันนี้ก็มาดื่มกันสักหน่อยไหมล่ะ?
31000706181,,เอาสิ! เดี๋ยวเลิกงานแล้วเจอกัน!
31000706191,,ยินดีต้อนรับสู่หมู่บ้านดิออน
31000706201,,"เรื่องความสงบเรียบร้อย
ฝากไว้กับพวกเรา!"
31000706211,,ท่านเห็นสาวน้อยคนเมื่อครู่ไหม?
31000706221,,แน่นอน! ดูท่าท่างลึกลับมากเลยนะ?
31000706231,,ว่ากันว่าพวกมดจับคนกินซะด้วย!
31000706241,,"ช่วงนี้ ทางทิศเหนือ
ก็มีมดเยอะซะด้วยสิ!"
31000720091,,"พวกเจ้า! เอาชีวิตรอดกลับไป
จากที่แห่งนี้ไม่ได้หรอก!!"
31000750051,,เฮ้อ บอกว่าเรื่องจริงไง!
31000750052,,"ข้าบอกว่า! จะเด็ดหัวของ
หัวหน้าออร์คด้วยตัวข้าเอง!"
31000750061,,"พวกออร์คเข้าไปถึงหน้า
ปราสาทดิออนแล้วงั้นเหรอ?"
31000750062,,"ปราสาทดิออนตกอยู่ในอันตราย
ต้องรีบจัดการกับที่นี่แล้วไปช่วย!"
31000750081,,"หืม! เจ้ามีพลังอะไร
ที่จะเอาชนะออร์ค หัวหน้าได้?"
31000750082,,"โกหกก็ให้มีขอบเขตหน่อย!
ฮ่าฮ่าฮ่า!"
31000750501,,"ตอนนี้พื้นที่พัฒนาแล้วมีพวก
ลิซาร์ดแมนอยู่เต็มไปหมด
ระวังตัวด้วยนะ"
31000750502,,"พวกเราจะเฝ้าระวังไม่ให้
ลิซาร์ดแมนออกไปที่อื่นได้"
31000750521,,"ได้ยินเรื่องนั้นบ้างรึเปล่า?
เห็นว่าหอคอยครูม่าที่เคยสงบ
เริ่มมีพลังแปลกๆ ออกมาแล้ว"
31000750522,,"หอคอยครูม่าเหรอ...
อยากไปท้าทายดูสักครั้งแฮะ!"
31000750531,,"หอคอยของพวกยักษ์ชั้นต่ำเหรอ
สงสัยจังว่ามีความลับอะไรซ่อนอยู่!"
31000750532,,"เห็นว่าสมาคมแห่งความมืด
อยู่เบื้องหลังในหอคอยครูม่า..."
31000750551,,ฮิฮิ มาจับข้าสิ!
31000750552,,ให้รถม้าผ่านไป! ปี๊นปี๊น~
31000750561,,"เห็นว่าการบุกชิงปราสาทดิออน
ใกล้จะเริ่มแล้ว? เลือดลมสูบฉีด
พลุ่งพล่านเลยแฮะ!"
31000750562,,"ปราสาทดิออน ไม่สิ ดินแดนดิออน
ใครจะได้เป็นเจ้าของกันแน่!"
31000750591,,"เรายังพยายามไม่มากพอ
คงไม่ได้หรอก... ฮือ..."
31000750592,,"เจ้า... ถ้าเจ้าสมัครเข้าร่วม
ข้าก็จะสมัครด้วย!"
31000750601,,"ข้าก็อยากเข้าร่วมแคลนที่เก่ง
อย่างแคลนปราสาทบ้าง!"
31000750602,,"เอาไงดีล่ะ? ข้าลองสมัครเข้า
แคลนปราสาทบ้างดีไหม?"
31000750621,,"ดูนี่สิ! หาแคลนที่จะเข้าร่วม
ศึกชิงปราสาทดิออนอยู่ล่ะ!"
31000750622,,"อืม~ ไหนดูซิ~ ไม่มีหน้าที่ง่ายๆ
ให้ทำบ้างเหรอ? อย่างเช่น
จับแมวอะไรอย่างนั้น..."
31000750651,,"จุ๊จุ๊! แมวนั่นยังไม่รู้ตัว!
รีบจัดการเร็วเข้า!"
31000750652,,"อย่าให้แมวขี้ตืดรู้ตัว
ขโมยไปสักชิ้นสองชิ้นละกัน!"
31000750661,,"ตอนที่กำลังสนใจเด็กน้อยอยู่
นี่แหละคือโอกาส!"
31000750662,,"เจ้าก็เอาด้วยเหรอ?
งั้นเราก็สมรู้ร่วมคิดกันสินะ?"
31000750681,,"ดูนั่นสิ! มีแพะรับบาปของ
แมวขี้ตืดเพิ่มขึ้นอีกแล้วล่ะ"
31000750682,,"อย่าบอกนะว่าจะโกง
เด็กน้อยด้วยน่ะ? ปัดโธ่!"
31000780471,,อยู่นั่นเอง!
31000780481,,คราวนี้ไม่พลาดแน่!
31000780491,,เอากุญแจมาให้ได้!
31000780911,,หนีพวกเราไม่พ้นหรอก!!!
31000780921,,ตามไป! ตามไป!
31000780951,,ตายซะเถอะ! ตายซะ!
31000780981,,เวทมนตร์จะกลืนกินพวกเจ้า
31000781001,,จับมัน! จับมัน!
31000781021,,จับเป็นด้วยนะ!!
31000799711,,"อ๊ะ! อย่างนั้นมันอันตรายนะเหมียว!
ซื้อกระสุนวิญญาณนี่ไปสิเหมียว!"
31000800381,,มาชมหอคอยครูม่าเหรอ?
31000800382,,"หอคอยวิจัยของยักษ์ชั้นต่ำ
งั้นเหรอ โอ้! น่าตื่นเต้นจัง!"
31000803881,,"เอ่อเอ่อ... เพราะเป็นหนองน้ำ
รึเปล่าถึงได้รู้สึกหนาวแบบนี้"
31000803882,,"ช่วยสุมไฟให้แรง
อีกหน่อยไม่ได้เหรอ?"
31000804101,,"หนึ่ง... สอง... อ๊ะ?
เหมือนจะหายไปหลายชิ้นนะ"
31000804102,,"อายุตั้งขนาดนี้ ยังมานั่ง
สำรวจสิ่งของอยู่เนี่ยนะ!"
31000804131,,"ยินดีต้อนรับเข้าสู่แคมป์วิจัย
ของคณะนักขุดเฟอร์เนล!"
31000804132,,เอาสิ่งของช่วยเหลือมาด้วยรึเปล่า?
31000850641,,"ถ้าเป็นเทคนิคของยักษ์ชั้นต่ำ...
เวทย์ของข้าจะไม่ดูแกร่งกว่าเหรอ?"
31000850642,,"เห็นว่าที่ครูม่ามีสัตว์เวทย์
อยู่เต็มไปหมด!"
31000850661,,"เอ่อ... ทำไมสั่งให้ข้าจัดเตรียม
เอกสารตลอดเลยล่ะ?"
