Id,PreQuestId,TaskId,NameKey,SpotInfoId,TargetSpotInfoId,Type,RequirePlayerLevel,TaskNameKey,DialogOnly,MiniDialogId,StartNpcSpawnInfoId,StartNpcSpotInfoId,QuestNpcPortrait,QuestNpcNameKey,QuestNpcDialogKey,FinishNpcSpawnInfoId,FinishNpcSpotInfoId,QuestNpcPortrait2,QuestNpcName2Key,QuestNpcDialog2Key,LimitTime,NeverDie,TaskRunInInstance,RemainInstanceWorldEndTask,TaskType,TaskParam,TaskStartPosX,TaskStartPosY,TaskPerformancePosX,TaskPerformancePosY,TaskPerformanceRadius,QuestInitParam,TaskActionConditionType1,TaskActionConditionParam1,TaskActionType1,TaskActionParam1,TaskActionConditionType2,TaskActionConditionParam2,TaskActionType2,TaskActionParam2,TaskActionConditionType3,TaskActionConditionParam3,TaskActionType3,TaskActionParam3,RewardExp,RewardAdena,RewardParam1,RewardCount1,RewardParam2,RewardCount2,RewardParam3,RewardCount3,QuestBGM,BGMFinish,BGMRemain,StartNpcId,FinishNpcId,VisitNpcId,SortId,TaskContentType,UnableAutoType,Portrait1DirectoryType,FlipPortrait1,Portrait2DirectoryType,FlipPortrait2,ClassTransfer
,,19,9900200530801,2102113,2102113,ClassTransfer,,9910200530819,0,,,,,0,0,,,,0,0,,0,0,0,ControlGadget,"""gadgetGroupId"" : 21021107,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""동면장치IV"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1
}]",-11191,10110,-11191,10110,,,QuestTaskEnded,,SetGadgetVisible,"""gadgetGroupIdList"":""21021107"",
""visible"":""false""",QuestTaskEnded,,SetGadgetVisible,"""gadgetGroupIdList"":""21021115"",
""visible"":""true""",QuestTaskEnded,,ShowMessage,"""stringKey"" : ""QUEST_ACTION_2005306_6""",,,,,,,,,,,,,,,30819,,,,0,,0,
,,20,9900200530801,2102113,2102113,ClassTransfer,,9910200530820,0,,,,,0,0,,,,0,0,,0,0,0,VisitNpc,"""npcSpawnInfoId"" : 200531007",-11083,9943,-10898,10102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30820,,,,0,,0,
,,21,9900200530801,2102113,2102113,ClassTransfer,,9910200530821,0,,,,Fernel,9930000101601,9930200530821,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-11083,9943,-10898,10102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821,,,,0,,0,
,,22,9900200530801,2102113,2102113,ClassTransfer,,9910200520806,0,,,,Esdeath,9920200520806,9930200530822,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-11083,9943,-10898,10102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30822,,,,0,,0,
,,23,9900200530801,2102113,2102113,ClassTransfer,,9910200530823,0,,,,,0,0,,,,0,0,,0,0,0,MonsterWave,"""progressType"" : ""Clear"",
""npcSpawnGroupIdList"":""200539999"",
""defaultTargeting"" : ""false"",
""showMessage"" : ""false"",
""escort"": {
""npcSpawnInfoId"" : 210211137
}",-11083,9943,-11083,9943,,,QuestTaskStarted,,SpawnNpc,"{""spawnInfo"": [
{""npcSpawnInfoId"":210211136}],
""weight"":1}",QuestTaskStarted,,SpawnGadget,"{""weight"" : 1, ""gadgetGroupIdList"" :""21021109, 21021157""}",,,,,,,,,,,,,,,,,,,30823,,,,0,,0,
,,24,9900200530801,2102113,2102113,ClassTransfer,,9910200530824,0,,,,,0,0,,,,0,0,,0,0,0,VisitNpc,"""npcSpawnInfoId"" : 210211139",-11042,13617,-11042,13617,,,QuestTaskStarted,,SetNpcVisible,"{""npcSpawnInfoIdList"":""200531007, 200531008"",
""visible"":""false""}",QuestTaskStarted,,SetNpcVisible,"{""npcSpawnInfoIdList"":""210211138,210211139"",
""visible"":""true""}",,,,,,,,,,,,,,,,,,,30824,,,,0,,0,
,,25,9900200530801,2102113,2102113,ClassTransfer,,9910200520806,0,,,,Esdeath,9920200520806,9930200530825,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-11042,13617,-11042,13617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30825,,,,0,,0,
2008309,2008308,1,9900200530901,2102114,2102114,ClassTransfer,262,9910200530824,0,,,,,0,0,,,,0,0,,0,0,0,VisitNpc,"""npcSpawnInfoId"" : 210211139",-11042,13617,-11042,13617,,"setNpcVisible :
""npcSpawnInfoIdList : '210211138,210211139',
 visible : true"",

setGadgetVisible :
""gadgetGroupIdList : '21021108',
 visible : true""",QuestTaskStarted,,SetNpcVisible,"""npcSpawnInfoIdList"" : ""210211138, 210211139"",
""visible"" : ""true""",QuestTaskStarted,,SetGadgetVisible,"""gadgetGroupId"" : ""21021108"",
""visible"" : ""true""",,,,,75800,10000,481104,1,0,0,0,0,,,,,,,30901,,,,0,,0,
,,2,9900200530901,2102114,2102114,ClassTransfer,,9910200520806,0,,,,Esdeath,9920200520806,9930200530902,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-11042,13617,-11042,13617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30902,,,,0,,0,
,,3,9900200530901,2102114,2102114,ClassTransfer,,9910200530903,0,,,,,0,0,,,,0,0,,0,0,1,KillMonster,"""npcInfoIdList"":""92501, 92502, 92505, 92506, 92507, 92508"",
""targetName"":""붉은 악마의 기운"",
""totalCount"":100,
""probability"":8000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",-11205,13470,-11205,13470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30903,,,,0,,0,
,,4,9900200530901,2102114,2102114,ClassTransfer,,9910200530824,0,,,,,0,0,,,,0,0,,0,0,0,VisitNpc,"""npcSpawnInfoId"" : 210211139,
""stayOnStartTask"" : 1",-11042,13617,-11042,13617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30904,,,,0,,0,
,,5,9900200530901,2102114,2102114,ClassTransfer,,9910200520806,0,,,,Esdeath,9920200520806,9930200530905,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-11042,13617,-11042,13617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30905,,,,0,,0,
2008310,2008309,1,9900200531001,2102114,2102114,ClassTransfer,262,9910200530824,0,,,,,0,0,,,,0,0,,0,0,0,VisitNpc,"""npcSpawnInfoId"" : 210211139",-11042,13617,-11042,13617,,"setNpcVisible :
""npcSpawnInfoIdList : '210211138,210211139',
 visible : true"",

setGadgetVisible :
""gadgetGroupIdList : '21021108',
 visible : true""",QuestTaskStarted,,SetNpcVisible,"""npcSpawnInfoIdList"" : ""210211138, 210211139"",
""visible"" : ""true""",QuestTaskStarted,,SetGadgetVisible,"""gadgetGroupId"" : ""21021108"",
""visible"" : ""true""",,,,,75800,10000,911020,3,0,0,0,0,,,,,,,31001,,,,0,,0,
,,2,9900200531001,2102114,2102114,ClassTransfer,,9910200520806,0,,,,Esdeath,9920200520806,9930200531002,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-11042,13617,-11042,13617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31002,,,,0,,0,
,,3,9900200531001,2102114,2102114,ClassTransfer,,9930000101601,0,,,,Fernel,9930000101601,9930200531003,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-11042,13617,-11042,13617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31003,,,,0,,0,
,,4,9900200531001,2102114,2102114,ClassTransfer,,9910200531004,0,,,,,0,0,,,,0,0,,0,0,1,KillMonster,"""npcInfoIdList"":""94401, 94402, 94403, 94404, 94405, 94406, 94407, 94408"",
""targetName"":""푸른 악마의 기운"",
""totalCount"":100,
""probability"":2500,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",-11205,13470,-11205,13470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31004,,,,0,,0,
,,5,9900200531001,2102114,2102114,ClassTransfer,,9910200530824,0,,,,,0,0,,,,0,0,,0,0,0,VisitNpc,"""npcSpawnInfoId"" : 210211139,
""stayOnStartTask"" : 1",-11042,13617,-11042,13617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31005,,,,0,,0,
,,6,9900200531001,2102114,2102114,ClassTransfer,,9910200520806,0,,,,Esdeath,9920200520806,9930200531006,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-11042,13617,-11042,13617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31006,,,,0,,0,
2008311,2008310,1,9900200531101,2102114,2102114,ClassTransfer,262,9910200510501,0,,,,,0,0,,,,0,0,,0,0,0,VisitNpc,"""npcSpawnInfoId"" : 210211138",-11043,13354,-11043,13354,,"setNpcVisible :
""npcSpawnInfoIdList : '210211138,210211139, 210211252, 210211253, 210211254',
 visible : true"",

setGadgetVisible :
""gadgetGroupIdList : '21021108, 21021110, 21021158, 21021166',
 visible : true""",QuestTaskStarted,,SetNpcVisible,"""npcSpawnInfoIdList"" : ""210211138, 210211139"",
""visible"" : ""true""",QuestTaskStarted,,SetGadgetVisible,"""gadgetGroupId"" : ""21021108, 21021110, 21021158, 21021160"",
""visible"" : ""true""",,,,,75800,10000,490096,1,0,0,0,0,,,,,,,31101,,,,0,,0,
,,2,9900200531101,2102114,2102114,ClassTransfer,,9920000103201,0,,,,Fernel,9930000101601,9930200531102,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-11043,13354,-11043,13354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31102,,,,0,,0,
,,3,9900200531101,2102114,2102114,ClassTransfer,,9910200531103,0,,,,,0,0,,,,0,0,,0,0,0,ControlGadget,"""gadgetGroupId"" : 21021108,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""수상한 문 제거"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1
}]",-10970,13493,-10970,13493,,,QuestTaskEnded,,SetGadgetVisible,"""gadgetGroupIdList"":""21021108"",
""visible"":""false""",,,,,,,,,,,,,,,,,,,,,,,31103,,,,0,,0,
,,4,9900200531101,2102114,2102114,ClassTransfer,,9910200530302,0,2114,,,,0,0,,,,0,0,,0,0,0,MonsterWave,"""progressType"" : ""Clear"",
""npcSpawnGroupIdList"":""2021021127, 2021021128, 2021021129"",
""defaultTargeting"" : ""false"",
""showMessage"" : ""false"",
""escort"": {
""npcSpawnInfoId"" : 210211140
}",-10970,13493,-10970,13493,,,QuestTaskStarted,,SpawnGadget,"{""weight"" : 1, ""gadgetGroupIdList"" :""21021201, 21021116, 21021159, 21021161""}",QuestTaskStarted,,SpawnNpc,"{""weight"" : 1, ""spawnInfo"" : [
{""npcSpawnInfoId"" : 210211141}
]}",,,,,,,,,,,,,87,,1,,,,31104,,,,0,,0,
,,5,9900200531101,2102114,2102114,ClassTransfer,,9910200530302,0,,,,,0,0,,,,0,0,,0,0,0,VisitPlace,"""destPos"":""-8166, 13515""",-8166,13515,-8166,13515,,,QuestTaskStarted,,SetNpcVisible,"""npcSpawnInfoIdList"" : ""210211142, 210211143"",
""visible"" : ""true""",QuestTaskStarted,,SetNpcVisible,"""npcSpawnInfoIdList"" : ""210211138, 210211139"",
""visible"" : ""false""",,,,,,,,,,,,,87,,1,,,,31105,,,,0,,0,
,,6,9900200531101,2102114,2102114,ClassTransfer,,9910200531106,0,2290,,,,0,0,,,,0,0,,0,0,0,MonsterWave,"""progressType"":""Clear"",
""showMessage"":""false"",
""defaultTargeting"" : ""false"",
""npcSpawnGroupIdList"" : ""200539999""",-8166,13515,-8166,13515,,,QuestTaskElapsedTime,"""operator"" : "">="",
""seconds"" : 10",CompleteCurTask,"""questType"" : ""ClassTransfer""",QuestTaskStarted,,SpawnNpc,"{""spawnInfo"": [
{""npcSpawnInfoId"":210211144},
{""npcSpawnInfoId"":210211145},
{""npcSpawnInfoId"":210211255},
{""npcSpawnInfoId"":210211256},
{""npcSpawnInfoId"":210211257}
],
""weight"":1}",QuestTaskStarted,,SpawnGadget,"{""weight"" : 1, ""gadgetGroupIdList"" :""21021159, 21021161""}",,,,,,,,,87,,1,,,,31106,,,,0,,0,
,,7,9900200531101,2102114,2102114,ClassTransfer,,9910200531107,0,2291,,,,0,0,,,,0,0,,0,0,0,MonsterWave,"""progressType"":""Clear"",
""showMessage"":""false"",
""defaultTargeting"" : ""false"",
""npcSpawnGroupIdList"" : ""2021021227""",-8166,13515,-8166,13515,,,NpcDied,"""npcInfoId"" : 243032",CompleteCurTask,"""questType"" : ""ClassTransfer""",QuestTaskStarted,,SpawnNpc,"{""spawnInfo"": [
{""npcSpawnInfoId"":210211144},
{""npcSpawnInfoId"":210211145}
],
""weight"":1}",QuestTaskStarted,,SpawnGadget,"{""weight"" : 1, ""gadgetGroupIdList"" :""21021159, 21021161, 21021179, 21021180""}",,,,,,,,,87,,1,,,,31107,,,,0,,0,
,,8,9900200531101,2102114,2102114,ClassTransfer,,9910200531108,0,2292,,,,0,0,,,,0,0,,0,0,0,MonsterWave,"""progressType"":""Clear"",
""showMessage"":""false"",
""defaultTargeting"" : ""false"",
""npcSpawnGroupIdList"" : ""2021021228""",-8166,13515,-8166,13515,,,NpcDied,"""npcInfoId"" : 243035",CompleteCurTask,"""questType"" : ""ClassTransfer""",QuestTaskStarted,,SpawnNpc,"{""spawnInfo"": [
{""npcSpawnInfoId"":210211144},
{""npcSpawnInfoId"":210211145}
],
""weight"":1}",QuestTaskStarted,,SpawnGadget,"{""weight"" : 1, ""gadgetGroupIdList"" :""21021159, 21021161, 21021179""}",,,,,,,,,87,,1,,,,31108,,,,0,,0,
,,9,9900200531101,2102114,2102114,ClassTransfer,,9910200531109,0,2293,,,,0,0,,,,0,0,,0,0,0,MonsterWave,"""progressType"":""Clear"",
""showMessage"":""false"",
""defaultTargeting"" : ""false"",
""npcSpawnGroupIdList"" : ""200539999""",-8166,13515,-8166,13515,,,QuestTaskElapsedTime,"""operator"" : "">="",
""seconds"" : 15",CompleteCurTask,"""questType"" : ""ClassTransfer""",QuestTaskStarted,,SpawnNpc,"{""spawnInfo"": [
{""npcSpawnInfoId"":210211144},
{""npcSpawnInfoId"":210211145},
{""npcSpawnInfoId"":210211268}
],
""weight"":1}",QuestTaskStarted,,SpawnGadget,"{""weight"" : 1, ""gadgetGroupIdList"" :""21021159, 21021161, 21021177, 21021178""}",,,,,,,,,8,,,,,,31109,,,,0,,0,
,,10,9900200531101,2102114,2102114,ClassTransfer,,9910200531109,0,2294,,,,0,0,,,,0,0,,0,0,0,MonsterWave,"""progressType"":""Clear"",
""showMessage"":""false"",
""defaultTargeting"" : ""false"",
""npcSpawnGroupIdList"" : ""2021021229""",-8166,13515,-8166,13515,,,NpcDied,"""npcInfoId"" : 242038",CompleteCurTask,"""questType"" : ""ClassTransfer""",QuestTaskStarted,,SpawnNpc,"{""spawnInfo"": [
{""npcSpawnInfoId"":210211144},
{""npcSpawnInfoId"":210211145}
],
""weight"":1}",QuestTaskStarted,,SpawnGadget,"{""weight"" : 1, ""gadgetGroupIdList"" :""21021159, 21021161""}",,,,,,,,,8,,1,,,,31110,,,,0,,0,
,,11,9900200531101,2102114,2102114,ClassTransfer,,9920000103201,0,,,,Fernel,9930000101601,9930200531111,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-8166,13515,-8166,13515,,,QuestTaskStarted,,SetNpcVisible,"""npcSpawnInfoIdList"" : ""210211252, 210211253, 210211254"",
""visible"" : ""false""",,,,,,,,,,,,,,,,,,1,,,,,31111,,,,0,,0,
,,12,9900200531101,2102114,2102114,ClassTransfer,,9920000103201,0,,,,Fernel,9930000101601,9930200531112,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-8166,13515,-8166,13515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31112,,,,0,,0,
,,13,9900200531101,2102114,2102114,ClassTransfer,,9910200531113,0,,,,,0,0,,,,0,0,,0,0,0,ControlGadget,"""gadgetGroupId"" : 21021166,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""다크스톤 수집"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1
}]",-7739,13511,-7739,13511,,,QuestTaskEnded,,SetGadgetVisible,"""gadgetGroupIdList"":""21021166"",
""visible"":""false""",QuestTaskEnded,,SetGadgetVisible,"""gadgetGroupIdList"":""21021160"",
""visible"":""true""",,,,,,,,,,,,,,,,,,,31113,,,,0,,0,
,,14,9900200531101,2102114,2102114,ClassTransfer,,9910200530824,0,,,,,0,0,,,,0,0,,0,0,0,VisitNpc,"""npcSpawnInfoId"" : 210211143",-8200,13661,-8200,13661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31114,,,,0,,0,
,,15,9900200531101,2102114,2102114,ClassTransfer,,9910200520806,0,,,,Esdeath,9920200520806,9930200531115,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-8200,13661,-8200,13661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31115,,,,0,,0,
,,16,9900200531101,2102114,2102114,ClassTransfer,,9920000103201,0,,,,Fernel,9930000101601,9930200531116,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-8200,13661,-8200,13661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31116,,,,0,,0,
,,17,9900200531101,2102114,2102114,ClassTransfer,,9910200531117,0,,,,Cronos,9920200531117,9930200531117,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-8200,13661,-8200,13661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31117,,,,0,,0,
,,18,9900200531101,2102114,2102114,ClassTransfer,,9920000103201,0,,,,Fernel,9930000101601,9930200531118,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-8200,13661,-8200,13661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31118,,,,0,,0,
,,19,9900200531101,2102114,2102114,ClassTransfer,,9910200520806,0,,,,Esdeath,9920200520806,9930200531119,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-8200,13661,-8200,13661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31119,,,,0,,0,
,,20,9900200531101,2102114,2102114,ClassTransfer,,9910200530824,0,,,,Cronos,9920200531117,9930200531120,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-8200,13661,-8200,13661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31120,,,,0,,0,
,,21,9900200531101,2102114,2102114,ClassTransfer,,9910200530824,0,,,,Esdeath,9920200520806,9930200531121,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-8200,13661,-8200,13661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31121,,,,0,,0,
,,22,9900200531101,2102114,2102114,ClassTransfer,,9910200530824,0,,,,Cronos,9920200531117,9930200531122,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-8200,13661,-8200,13661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31122,,,,0,,0,
,,23,9900200531101,2102114,2102114,ClassTransfer,,9910200530824,0,,,,Fernel,9930000101601,9930200531123,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-8200,13661,-8200,13661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31123,,,,0,,0,
,,24,9900200531101,2102114,2102114,ClassTransfer,,9910200530824,0,,,,Esdeath,9920200520806,9930200531124,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-8200,13661,-8200,13661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31124,,,,0,,0,
,,25,9900200531101,2102114,2102114,ClassTransfer,,9910200530824,0,,,,Cronos,9920200531117,9930200531125,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-8200,13661,-8200,13661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31125,,,,0,,0,
,,26,9900200531101,2102114,2102114,ClassTransfer,,9910200530824,0,,,,Fernel,9930000101601,9930200531126,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-8200,13661,-8200,13661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31126,,,,0,,0,
,,27,9900200531101,2102114,2102114,ClassTransfer,,9910200530824,0,,,,Cronos,9920200531117,9930200531127,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-8200,13661,-8200,13661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31127,,,,0,,0,
,,28,9900200531101,2102114,2102114,ClassTransfer,,9910200530824,0,,,,Esdeath,9920200520806,9930200531128,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-8200,13661,-8200,13661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31128,,,,0,,0,
,,29,9900200531101,2102114,2102114,ClassTransfer,,9910200530824,0,,,,Fernel,9930000101601,9930200531129,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-8200,13661,-8200,13661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31129,,,,0,,0,
,,30,9900200531101,2102114,2102114,ClassTransfer,,9910200530824,0,,,,Esdeath,9920200520806,9930200531130,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-8200,13661,-8200,13661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31130,,,,0,,0,
,,31,9900200531101,2102114,2102114,ClassTransfer,,9910200530824,0,,,,Fernel,9930000101601,9930200531131,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-8200,13661,-8200,13661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31131,,,,0,,0,
,,32,9900200531101,2102114,2102114,ClassTransfer,,9910200530824,0,,,,Esdeath,9920200520806,9930200531132,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-8200,13661,-8200,13661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31132,,,,0,,0,
,,33,9900200531101,2102114,2102114,ClassTransfer,,9910200530824,0,,,,Fernel,9930000101601,9930200531133,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-8200,13661,-8200,13661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31133,,,,0,,0,
,,34,9900200531101,2102114,2102114,ClassTransfer,,9910200530824,0,,,,Esdeath,9920200520806,9930200531134,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-8200,13661,-8200,13661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31134,,,,0,,0,
,,35,9900200531101,2102114,2102114,ClassTransfer,,9910200530824,0,,,,Fernel,9930000101601,9930200531135,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-8200,13661,-8200,13661,,,QuestTaskStarted,,SetNpcVisible,"""npcSpawnInfoIdList"" : ""210211143"",
""visible"" : ""false""",,,,,,,,,,,,,,,,,,,,,,,31135,,,,0,,0,
,,36,9900200531101,2102114,2102114,ClassTransfer,,9910200530824,0,,,,Cronos,9920200531117,9930200531136,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-8200,13661,-8200,13661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31136,,,,0,,0,
,,37,9900200531101,2102114,2102114,ClassTransfer,,9910200530824,0,,,,Fernel,9930000101601,9930200531137,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-8200,13661,-8200,13661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31137,,,,0,,0,
,,38,9900200531101,2102114,2102114,ClassTransfer,,9910200530824,0,,,,Cronos,9920200531117,9930200531138,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-8200,13661,-8200,13661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31138,,,,0,,0,
,,39,9900200531101,2102114,2102114,ClassTransfer,,9910200520206,0,,,,,0,0,,,,0,0,,0,0,0,ControlGadget,"""gadgetGroupId"" : 21021162,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""소환석"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1
}]",-8254,13504,-8254,13504,,,QuestTaskStarted,,SetGadgetVisible,"""gadgetGroupId"" : ""21021162"",
""visible"" : ""true""",,,,,,,,,,,,,,,,,,,,,,,31139,,,,0,,0,
,,40,9900200531101,1197,1197,ClassTransfer,,9910200531140,0,,,,,0,0,,,,0,0,,0,0,0,Teleport,"""worldInfoId"" : 11,
""pos"" : ""-7185, -25367""",-7185,-25367,-7185,-25367,,,QuestTaskStarted,,SetNpcVisible,"""npcSpawnInfoIdList"" : ""118001"",
""visible"" : ""true""",,,,,,,,,,,,,,,,,,,,,,,31140,,,,0,,0,
,,41,9900200531101,1197,1197,ClassTransfer,,9910200531141,0,,,,,0,0,,,,0,0,,0,0,0,VisitPlace,"""destPos"":""-1874, -25353""",-1874,-25353,-1874,-25353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31141,,,,0,,0,
,,42,9900200531101,1197,1197,ClassTransfer,,9910200510501,0,,,,,0,0,,,,0,0,,0,0,0,VisitNpc,"""npcSpawnInfoId"" : 118001",4010,-26196,4010,-26196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31142,,,,0,,0,
,,43,9900200531101,1197,1197,ClassTransfer,,9920000103201,0,,,,Fernel,9930000101601,9930200531143,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",4010,-26196,4010,-26196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31143,,,,0,,0,
2009301,2009209,1,9900200530101,1303,1303,ClassTransfer,262,9910200520805,0,,,,,0,0,,,,0,0,,0,0,0,VisitNpc,"""npcSpawnInfoId"" : 210210112",7001,-14632,7001,-14632,,"setNpcVisible :
""npcSpawnInfoIdList : '210211102, 210211101, 210210111, 210210112',
 visible : true"",

setGadgetVisible :
""gadgetGroupIdList : '21021101, 21021167',
 visible : true""",QuestTaskStarted,,SetGadgetVisible,"""gadgetGroupIdList"":""21022411"",
""visible"":""true"" ",,,,,,,,,75800,10000,410004,1,0,0,0,0,,,,,,,30101,,,,0,,0,
,,2,9900200530101,1303,1303,ClassTransfer,,9910200520806,0,,,,Esdeath,9920200520806,9930200530102,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",7001,-14632,7001,-14632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30102,,,,0,,0,
,,3,9900200530101,1303,1303,ClassTransfer,,9910200530103,0,,,,,0,0,,,,0,0,,0,0,0,ControlGadget,"""gadgetGroupId"" : 21022411,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""거인의 상자"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1
}]",6500,-14508,6500,-14508,,,QuestTaskEnded,,SetGadgetVisible,"""gadgetGroupIdList"":""21022412"",
""visible"":""true"" ",,,,,,,,,,,,,,,,,,,,,,,30103,,,,0,,0,
,,4,9900200530101,1303,1303,ClassTransfer,,9910200530104,0,,,,,0,0,,,,0,0,,0,0,0,VisitPlace,"""destPos"":""6280, -14790""",6280,-14790,6280,-14790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30104,,,,0,,0,
,,5,9900200530101,1303,1303,ClassTransfer,,9910200530105,0,,,,,0,0,,,,0,0,,0,0,0,Teleport,"""worldInfoId"" : 210211,
""pos"" : ""0, 810""",0,810,0,810,,,QuestTaskEnded,,SetGadgetVisible,"""gadgetGroupIdList"":""21022412,21022411"",
""visible"":""false"" ",,,,,,,,,,,,,,,,,,,,,,,30105,,,,0,,0,
,,6,9900200530101,2102111,2102111,ClassTransfer,,9910200510501,0,,,,,0,0,,,,0,0,,0,0,0,VisitNpc,"""npcSpawnInfoId"" : 210211101",377,575,377,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30106,,,,0,,0,
