# mod_name_map.tsv – generated by build_item_names.py
# generated: 2026-03-31T16:43:16Z
# columns: mod_id	name	gen_type(1=Prefix,2=Suffix,3=Unique)	tier_word
IncreasedCurseDurationUniqueHelmetInt9		3	
ProphecyReducedCurseDurationNormal		3	
ProphecyReducedCurseDurationCruel		3	
IncreaseSocketedCurseGemLevelUniqueShieldDex4		3	
IncreaseSocketedCurseGemLevelUniqueHelmetInt9		3	
IncreaseSocketedCurseGemLevelUnique__1		3	
IncreaseSocketedCurseGemLevelUnique__2		3	
PoisonSpreadAndHealOnPoisonedKillUniqueDagger8		3	
IncreasedSelfCurseDurationUniqueShieldStrDex2		3	
ReducedSelfCurseDurationUniqueShieldDex3		3	
ChaosResistanceWhileUsingFlaskUniqueBootsStrDex3		3	
ChaosResistanceWhileUsingFlaskEssence1	of the Essence	2	
SetElementalResistancesUniqueHelmetStrInt4		3	
MapInvasionMonsterPacks		3	
ChestMagic1		3	
ChestMagic2		3	
ChestMagicCruel1		3	
ChestMagicCruel2		3	
ChestMagicMaps1		3	
ChestMagicMaps2		3	
ChestRare1		3	
ChestRare2		3	
ChestRareCruel1		3	
ChestRareCruel2		3	
ChestRareMaps1		3	
ChestRareMaps2		3	
ChestRareOrnate1		3	
ChestRareOrnate2		3	
ChestRareOrnateCruel1		3	
ChestRareOrnateCruel2		3	
ChestRareOrnateMaps1		3	
ChestRareOrnateMaps2		3	
ChestUnique1		3	
ChestUnique2		3	
ChestAbyssQuantityFinal		3	
ChestAbyssQuantityFinalLarge		3	
ChestRareItemDropProtectionImplicit		3	
RagingSpiritAddedPhys		3	
ChestSummonSkeletons	Ossified	1	
ChestFreeze	Arctic	1	
ChestIceNova	Frigid	1	
ChestItemQuantityUniqueChest1		3	
ChestItemQuantityUniqueChest2		3	
ChestItemQuantityUniqueChest3		3	
ChestItemQuantityGrandmasterOrnateChest1		3	
ChestItemQuantityGrandmasterLargeChest1		3	
ChestItemQuantityGrandmasterUniqueChest1		3	
ChestItemQuantityUniqueChest5		3	
ChestItemQuantityUniqueChest6		3	
ChestItemRarityArmoryMap		3	
ChestItemRarityUniqueChest1		3	
ChestItemRarityUniqueChest2		3	
ChestItemRarityGrandmasterOrnateChest1		3	
ChestItemRarityGrandmasterLargeChest1		3	
ChestItemRarityGrandmasterUniqueChest1		3	
ChestItemRarityPerandus1		3	
ChestItemRarityPerandus2		3	
ChestItemRarityPerandus3		3	
ChestItemRarityUniqueChest5		3	
ChestDropUniqueUniqueChest1		3	
ChestDropUniqueLabyrinth		3	
ChestDropUniqueLabyrinth2		3	
ChestDropUniqueLabyrinth3		3	
ChestDropUniqueGrandmasterUniqueChest1		3	
ChestDropUniquePerandusChest1_		3	
ChestRoyaleDropUnique		3	
ChestDropKaomsUniqueUniqueChest2		3	
ChestDropMapsUniqueUniqueChest3		3	
ChestDropMapsUniqueIzaro		3	
ChestDropJeweleryUniqueUniqueChest1		3	
ChestDropJeweleryUniqueIzaro		3	
ChestSummonRares	Menacing	1	
ChestSummonRaresUniqueChest2		3	
ChestSummonRaresUniqueChest3		3	
ChestSummonRaresUniqueChest4		3	
ChestSummonFairgravesCrewMap		3	
ChestSummonVaalSideAreaBoss__		3	
ChestSummonMagics	Intimidating	1	
ChestSummonNormals	Crowded	1	
ChestSummonStrongboxImplicit		3	
ChestSummonStrongboxImplicitLow		3	
ChestSummonStrongboxImplicitHigh		3	
ChestStrongboxSummonVaalMonstersImplicit		3	
ChestStrongboxSummonCorruptionMonstersImplicit		3	
ChestSummonUseStaticSpawns		3	
ChestStrongboxReviveSingleMonster		3	
ChestSpawnRogueExile	Contested	1	
ChestSpawnRogueExileUniqueChest1		3	
ChestSpawnStandaloneMapBosses		3	
ChestReviveMonsters	Reaper's	1	
ChestSpawnContinuousMonsters	Rallying	1	
ChestSpawnContinuousTormentSpirits		3	
ChestSpawnContinuousSandstormDaemon		3	
ChestSpawnFireWarband		3	
ChestSpawnColdWarband		3	
ChestSpawnLightningWarband		3	
ChestSpawnChaosWarband		3	
ChestExplodeCorpses	Putrifying	1	
ChestCamoflage	Predator's	1	
ChestRandomCurse	Whispering	1	
ChestKaomsTotemsUniqueChest2		3	
ChestIgnite	Incandescent	1	
ChestFireStorm		1	
ChestFlameVolatile	Scorched	1	
ChestLightningStorm	Vibrating	1	
ChestChaosProjectiles	Chaotic	1	
ChestPoisonCloud	Contaminated	1	
ChestPoisonCloudBarrelOfSpiders		3	
ChestBarrelOfSpidersWeb		3	
ChestExplosion	Unstable	1	
ChestGemsExperienceGrandmasterGemcutterChest1		3	
ChestGemsExperiencePerandus		3	
ChestGemsExperienceIzaro_		3	
ChestDropsIdentifiedIzaro		3	
ChestExtraNormalItemsUniqueChestMap9		3	
ChestExtraNormalItemsUniqueChestMap9b		3	
ChestExtraNormalItemsProphecyWickedKing4		3	
ChestExtraNormalItemsGrandmasterCartographerChest1		3	
ChestExtraNormalItemsGrandmasterGemcutterChest1		3	
ChestExtraNormalItemsGrandmasterArcanistChest1_		3	
ChestExtraNormalItemsUnique__1		3	
ChestExtraMagicItemsUniqueChest1		3	
ChestExtraMagicItemsUniqueChestMap9_		3	
ChestExtraMagicItemsGrandmasterCartographerChest1		3	
ChestExtraMagicItemsIzaro		3	
ChestExtraRareItemsUniqueChestMap9		3	
ChestExtraRareItemsUniqueChest2		3	
ChestExtraRareItemsUniqueChest1		3	
ChestExtraRareItemsGrandmasterOrnateChest1		3	
ChestExtraRareItemsGrandmasterCartographerChest1		3	
ChestExtraRareItemsUniqueChest5		3	
ChestExtraRareItemsLabyrinth1_		3	
ChestExtraRareItemsLabyrinth2		3	
ChestExtraRareItemsLabyrinth3_		3	
ChestItemQualityUniqueChest3		3	
ChestItemQualityUniqueChestMap9		3	
ChestItemQualityGrandmasterGemcutterChest1		3	
ChestItemQualityGrandmasterCartographerChest1		3	
ChestItemQualityIzaro		3	
ChestItemQualityIzaro2		3	
ChestItemQualityIzaroFortune_		3	
ChestItemQualityLabyrinth1		3	
ChestItemQualityLabyrinth2		3	
ChestItemSocketsUniqueChest4		3	
ChestItemSocketsIzaro		3	
ChestItemSocketsLabyrinth1		3	
ChestItemSocketsLabyrinth2		3	
ChestItemLinksUniqueChest4		3	
ChestItemLinksIzaroFortune		3	
ChestItemLevelGrandmasterCartographerChest1		3	
ChestItemLevelGrandmasterGeneric		3	
ChestItemLevelUniqueChest6		3	
ChestItemLevelIzaroImplicitMaps		3	
ChestItemLevelIzaroImplicitItems		3	
ChestItemLevelIzaroFortune		3	
ChestItemLevelSynthesis		3	
ChestRoyaleItemLevel		3	
ChestRoyaleItemLevel2_		3	
ChestRoyaleItemLevel3_		3	
ChestRoyaleItemLevelVariable		3	
ChestExtraVaalGemsGrandmasterVaalChest1		3	
ChestBarrelExplosion		3	
ChestEggCausticGreen		3	
ChestEggCausticPurple		3	
ChestBarrelExplosionMap		3	
ChestBarrelExplosionTar		3	
ChestBarrelExplosionBurningGround_		3	
ChestBarrelOfSpidersUnique		3	
ChestSpecificDivinationCardsUnique__1		3	
ChestSynthesisNormalPack		3	
ChestSynthesisMagicPack		3	
ChestSynthesisRarePack_		3	
IncursionChestExtraNormalItemImplicit		3	
IncursionChestExtraRareItemImplicit		3	
IncreasedAccuracyPercentImplicitQuiver7		3	
IncreasedAccuracyPercentImplicitQuiver7New		3	
IncreasedAccuracyPercentUnique__1		3	
DisplaySocketedSkillsChainUniqueOneHandMace3		3	
AtziriReflectCurses		3	
AtziriMinorDamageReflect		3	
AtziriMajorDamageReflect		3	
MonsterImmuneToStatusAilments		3	
MonsterImmuneToFreezeAndChill		3	
MonsterImmuneToShock		3	
MonsterImmuneToIgnite		3	
MonsterImmuneToPoison_		3	
MonsterImmuneToBleed		3	
MonsterImplicitTrapsInvulnerable1		3	
MonsterImplicitTrapsInvulnerable2		3	
MonsterImplicitTrapsInvulnerable3		3	
MonsterImplicitTrapsInvulnerable2Sec		3	
MonsterImplicitTrapsInvulnerable4Sec		3	
MonsterImplicitTrapsInvulnerable10Sec		3	
MonsterImplicitTrapsInvulnerable30Sec		3	
MonsterImplicitTrapsInvulnerableMalachai		3	
MonsterImplicitTrapsInvulnerableWbChaosLeader5		3	
LocalIncreaseSocketedVaalGemLevelUniqueGlovesStrDex4		3	
LocalIncreaseSocketedNonVaalGemLevelUnique__1		3	
LocalIncreaseSocketedVaalGemLevelUnique__1		3	
MapAmbushChests		3	
CriticalStrikesLeechInstantlyUniqueGlovesStr3		3	
VaalFragmentImplicit1		3	
VaalFragmentImplicit2		3	
AfflictionFragmentImplicit		3	
ProphecyFragmentImplicit		3	
ShaperFragmentImplicit		3	
ElderFragmentImplicit		3	
UberElderFragmentImplicit		3	
SirusFragmentImplicit		3	
PantheonFlask		3	
LocalArmourAndEvasionAndEnergyShieldUniqueBodyStrDexInt1i		3	
MinionUnholyMightOnKillUniqueBodyInt9		3	
LargeChestImplicitRarity		3	
RoyaleChestImplicitRarity		3	
RoyaleChestImplicitRarityStarter		3	
DelveChestImplicitRarity		3	
DelveChestImplicitRarityLow		3	
BetrayalChestImplicitRarity		3	
BetrayalChestImplicitRarity2		3	
BetrayalChestAdditionalItemImplicit		3	
BetrayalChestAdditionalRareImplicit		3	
BetrayalChestMediumQuality		3	
BetrayalChestItemQualityLow		3	
BetrayalChestItemQualityMedium_		3	
BetrayalChestItemQualityHigh		3	
BetrayalChestAdditionalUnique		3	
BetrayalChestTwoAdditionalUnique		3	
BetrayalChestThreeAdditionalUnique		3	
DelveChestAdditionalSockets		3	
DelveChestItemsDropCorrupted		3	
DelveChestAdditionalRareImplicit		3	
DelveChestAdditionalItemImplicit		3	
DelveChestTwoAdditionalRareImplicit		3	
DelveChestTwoAdditionalItemImplicit_		3	
DelveChestThreeAdditionalRareImplicit		3	
DelveChestThreeAdditionalItemImplicit		3	
DelveChestPlusOneItemLevel		3	
DelveChestPlusTwoItemLevel		3	
DelveChestMediumQuality		3	
DelveChestHighQuality_		3	
ChestGemLowQuality		3	
ChestGemMediumQuality_		3	
ChestGemHighQuality_		3	
DelveChestGemExperience_		3	
DelveChestAdditionalUniqueofClass		3	
DelveChestThreeAdditionalUniquesOfClass		3	
DelveChestAdditionalCurrencyDivination		3	
DelveChestFullyLinked_		3	
DelveChestAdditionalUnique_		3	
DelveChestThreeAdditionalUniques		3	
IncursionChestImplicitRarity		3	
IncursionChestImplicitRarityTier2		3	
IncursionChestAdditionalCurrencyDivination		3	
IncursionChestItemsDropCorrupted		3	
IncursionChestAdditionalUniqueOfClass__		3	
IncursionChestThreeAdditionalUniqueOfClass____		3	
IncursionChestRandomQuality		3	
IncursionChestMediumQuality		3	
IncursionChestHighQuality_		3	
IncursionChestGemExperience		3	
IncursionChestPlusOneItemLevel		3	
IncursionChestPlusTwoItemLevel_		3	
LabyrinthChestTier0		3	
LabyrinthChestTier1		3	
LabyrinthChestTier2		3	
LabyrinthChestTier3		3	
LabyrinthChestTier4		3	
LabyrinthChestTier5		3	
LeagueChestDropUnique		3	
OrnateStrongboxRarity		3	
SanctumChestBronzeRarity		3	
SanctumChestSilverRarity		3	
SanctumChestGoldRarity		3	
SanctumChestSilverCurrencyRarity		3	
SanctumChestGoldCurrencyRarity		3	
AbyssChestCurrencyRarity		3	
AbyssChestCurrencyRarityHigh		3	
SanctumChestSilverQuantity		3	
SanctumChestGoldQuantity		3	
UniqueCastawayChestRarity		3	
SanctumChestQuantityLow1		3	
SanctumChestQuantityLow2		3	
SanctumChestQuantityLow3		3	
SanctumChestQuantityHigh1		3	
SanctumChestQuantityHigh2		3	
SanctumChestQuantityHigh3		3	
BreachChestRarity		3	
BreachChestRarityLarge		3	
ExpeditionChestRarity1		3	
ExpeditionChestRarity2		3	
ExpeditionChestRarity3		3	
ExpeditionChestMagicDropProtection		3	
ExpeditionChestRareDropProtection		3	
ExpeditionChestCurrencyRarity1		3	
ExpeditionChestCurrencyRarity2		3	
HeistChestImplicitRarity_		3	
ExpeditionChestImplicitRarity__		3	
DemonBossSideAreaEnrageOnLowLife		3	
DexMissionEnrageOnLowLife		3	
EssenceEnrageOnLowLife		11	
ArrowPierceAppliesToProjectileDamageUniqueQuiver3		3	
ArrowDamageAgainstPiercedTargetsUnique__1		3	
OnslaughtOnVaalSkillUseUniqueGlovesStrDex4		3	
ElementalDamageLeechedAsLifeUniqueSceptre7		3	
ElementalDamageLeechedAsLifePermyriadUniqueSceptre7_		3	
ChestIncreasedHiddenRarityImplicit1		3	
ChestIncreasedHiddenRarityImplicit2		3	
ChestIncreasedHiddenRarityBonus1		3	
ChestIncreasedHiddenRarityBonus2		3	
ChestIncreasedHiddenRarityBonus3		3	
ChestIncreasedHiddenRarityBonus4		3	
SanctumBonusChestRarity1		3	
SanctumBonusChestRarity2		3	
SanctumBonusChestRarity3		3	
SanctumBonusChestRarity4		3	
SanctumBonusChestRarity5		3	
SanctumBonusChestRarity6		3	
SanctumBonusChestRarity7		3	
SanctumBonusChestRarity8		3	
MegalithChestRarityQuantity1		3	
MegalithChestRarityQuantity2		3	
MegalithChestRarityQuantity3		3	
MegalithChestRarityQuantity4		3	
MonsterLessLifeBelowLevel11		3	
LocalIncreaseSocketedSupportGemLevelUniqueTwoHandAxe7		3	
LocalIncreaseSocketedSupportGemLevelIntMasterVendorItem	Catarina's	1	
LocalIncreaseSocketedSupportGemLevelUniqueStaff12		3	
LocalIncreaseSocketedSupportGemLevelUnique__1		3	
MonsterLifeAndDamageLessBelowLevel33		3	
MonsterLifeLessBelowLevel33		3	
MonsterUsesVaalDetonateDeadAtLowLifeDisplay_		3	
AdditionalChainUniqueOneHandMace3		3	
AdditionalChainUnique__1		3	
AdditionalChainUnique__2		3	
CurseTransferOnKillUniqueQuiver5		3	
AdditionalMeleeDamageToBurningEnemiesUniqueDagger6		3	
AdditionalMeleeDamageToShockedEnemiesUniqueDagger6		3	
AdditionalMeleeDamageToFrozenEnemiesUniqueDagger6		3	
ProjectileShockChanceUniqueDagger6		3	
ProjectileFreezeChanceUniqueDagger6		3	
ProjectileIgniteChanceUniqueDagger6		3	
SupportedByLifeLeechUniqueBodyStrInt5		3	
SupportedByLifeLeechUnique__1		3	
SupportedByChanceToBleedUnique__1		3	
ElementalDamageTakenAsChaosUniqueBodyStrInt5		3	
ArcaneVisionUniqueBodyStrInt5		3	
DisplayMonsterVaalStormCall		3	
PhysicalDamageFromBeastsUniqueBodyDex6		3	
WeaponLightningDamageUniqueOneHandMace3		3	
WeaponPhysicalDamageAddedAsRandomElementUniqueBow11		3	
WeaponPhysicalDamageAddedAsRandomElementDescentUniqueQuiver1		3	
WeaponPhysicalDamageAddedAsRandomElementUnique__1__		3	
WeaponPhysicalDamageAddedAsColdOrLightningUnique__1		3	
DamageTakenPerFrenzyChargeUniqueOneHandSword6		3	
IncreaseLightningDamagePerFrenzyChargeUniqueOneHandSword6		3	
LifeGainedOnEnemyDeathPerFrenzyChargeUniqueOneHandSword6		3	
MonsterCannotBeKnockedBack		3	
CannotBeKnockedBack		3	
MapQuantityRarityGarena		3	
UniqueChestNoRegularDrops		3	
SoundOnKillUniqueOneHandSword6		3	
SoundOnKillRareUnique__1		3	
MapSideAreaChance		3	
UnwaveringStance		3	
ReducedEnergyShieldRegenerationRateUniqueQuiver7		3	
LocalFlaskInstantRecoverPercentOfLifeUniqueFlask6		3	
LocalFlaskChaosDamageOfLifeTakenPerMinuteWhileHealingUniqueFlask6		3	
PowerChargeOnKnockbackUniqueStaff7		3	
GrantsBearTrapUniqueShieldDexInt1		3	
GrantsBearTrapUniqueShieldDexInt1Royale		3	
MapDisplayIncreasedBossExperienceUniqueMap13		3	
MapBossCurrencyDropsUniqueMap13_		3	
MapRampage		3	
PowerChargeOnTrapThrowChanceUniqueShieldDexInt1		3	
WestDaemonFire		3	
WestDaemonFireAttached		3	
WestDaemonCold_		3	
WestDaemonColdAttached__		3	
WestDaemonLightning		3	
WestDaemonLightningAttached__		3	
WestDaemonAll		3	
WestDaemonAllAttached		3	
MapBeyond		3	
WestFinalBossMonsterDroppedItemQuantityIncrease		3	
CritChancePercentPerStrengthUniqueOneHandSword8_		3	
MapMissionSubAreaMods		3	
IncreasedAttackSpeedWhileIgnitedUniqueRing24		3	
IncreasedAttackSpeedWhileIgnitedUniqueJewel20		3	
IncreasedCastSpeedWhileIgnitedUniqueRing24		3	
IncreasedCastSpeedWhileIgnitedUniqueJewel20_		3	
IncreasedChanceToIgniteUniqueRing24		3	
IncreasedChanceToIgniteUniqueRing31		3	
IncreasedChanceToBeIgnitedUniqueRing24		3	
IncreasedChanceToBeIgnitedUnique__1		3	
IncreasedChanceToIgniteUnique__1		3	
CausesPoisonOnCritUniqueDagger9		3	
CausesPoisonOnCritUnique__1		3	
BlockIncreasedDuringFlaskEffectUniqueFlask7		3	
BlockIncreasedDuringFlaskEffectUnique__1		3	
SpellBlockIncreasedDuringFlaskEffectUniqueFlask7		3	
SpellBlockIncreasedDuringFlaskEffectUnique__1_		3	
MapCaganHasHiddenMods		3	
DarkExileWitchCurseDuration_		3	
EvasionRatingIncreasesWeaponDamageUniqueOneHandSword9		3	
IncreasedDamageToIgnitedTargetsUniqueBootsStrInt3		3	
MovementVelocityWhileOnFullEnergyShieldUniqueBootsDex8		3	
ChanceForEnemyToFleeOnBlockUniqueShieldDex4		3	
IncreasedChaosDamageUniqueBodyStrDex4		3	
IncreasedChaosDamageUniqueCorruptedJewel2		3	
IncreasedChaosDamageUniqueShieldDex7		3	
IncreasedChaosDamageUnique__1		3	
IncreasedChaosDamageUnique__2		3	
IncreasedChaosDamageUnique__3		3	
IncreasedChaosDamageUnique__4		3	
IncreasedChaosDamageUnique__4_2		3	
IncreasedChaosDamageUnique__5		3	
IncreasedChaosDamageEssence5	of the Essence	2	
IncreasedChaosDamageEssence6	of the Essence	2	
IncreasedChaosDamageEssence7	of the Essence	2	
IncreasedChaosDamageImplicit1_		3	
IncreasedChaosDamageImplicitUnique__1		3	
IncreasedLifeLeechRateUniqueBodyStrDex4		3	
IncreasedLifeLeechRateUniqueAmulet20		3	
IncreasedLifeLeechRateUnique__1		3	
ReducedLifeLeechRateUniqueOneHandAxe5		3	
ReducedLifeLeechRateUniqueJewel19		3	
IncreasedLifeLeechRateEssence1	of the Essence	2	
IncreasedLifeLeechRateUnique__2		3	
IncreasedManaLeechRateUnique__1		3	
ChaosLeechedAsLifeEssence1_	of the Essence	2	
IncreasedManaLeechRateUniqueAmulet20		3	
SpellAddedChaosDamageUniqueWand7		3	
SpellAddedChaosDamageUnique__1		3	
SpellAddedChaosDamageUnique__2		3	
TalkingAxeUniqueOneHandAxe5		3	
MonsterExileSpellBlock		3	
HealOnRampageUniqueGlovesStrDex5		3	
DispelStatusAilmentsOnRampageUniqueGlovesStrInt2		3	
PhysicalDamageImmunityOnRampageUniqueGlovesStrInt2		3	
VaalSoulsOnRampageUniqueGlovesStrDex5		3	
GroundSmokeOnRampageUniqueGlovesDexInt6		3	
PhasingOnRampageUniqueGlovesDexInt6		3	
GlobalChanceToBlindOnHitUniqueSceptre8		3	
LifeRegenerationPerLevelUniqueTwoHandSword7		3	
CriticalStrikeChancePerLevelUniqueTwoHandAxe8		3	
AttackDamageIncreasedPerLevelUniqueSceptre8		3	
SpellDamageIncreasedPerLevelUniqueSceptre8		3	
FlaskChargesOnCritUniqueTwoHandAxe8		3	
LifeLeechOnCritUniqueTwoHandAxe8		3	
LifeLeechOnCritPermyriadUniqueTwoHandAxe8		3	
MonsterProjectileSpeedExileMarauder5		3	
MonsterProjectileSpeedExileScion3		3	
ChanceToReflectChaosDamageToSelfUniqueTwoHandSword7_		3	
LifeCrafted1__	Vital	3	Dire
PhysicalDamageCrafted1		3	
FireDamageCrafted	Scalding	3	
ColdDamageCrafted		3	
LightningDamageCrafted		3	
WeaponElementalDamageCrafted_		3	
MovementVelocityCrafted		3	
AttackSpeedCrafted		3	
CastSpeedCrafted		3	
CastSpeedOffSlotCrafted		3	
FireResistanceCrafted		3	
ColdResistanceCrafted		3	
LigtningResistanceCrafted		3	
StrengthCrafted		3	
DexterityCrafted		3	
IntelligenceCrafted		3	
ArmourPercentCrafted		3	
EvasionPercentCrafted		3	
EnergyShieldPercentCrafted		3	
ArmourAndEvasionPercentCrafted		3	
ArmourAndEnergyShieldPercentCrafted_		3	
EvasionAndEnergyShieldPercentCrafted		3	
LocalCriticalStrikeChanceCrafted		3	
LocalCriticalStrikeMultiplierCrafted		3	
GlobalCriticalStrikeChanceCrafted		3	
ManaLeechCrafted	Yearning	3	
ManaLeechPermyriadCrafted	Yearning	3	
WeaponElementalDamageOffslotCrafted		3	
EnergyShieldPercentOffSlot	of Fearlessness	2	
StrIntMasterCraftedEvasionRating	of Blurring	2	
StrIntMasterCraftedArmourRating	of Reinforcement	2	
StrDexMasterTransformOnLowLife	Berserker	3	
DexMasterBeastTransformOnLowLife	Berserker	3	
StrDexMasterCurseDaemon	Hexfont	3	
StrDexMasterLifeLeech		3	
StrDexMasterFastAttack		3	
StrDexMasterSlowAura		3	
StrDexMasterTotemDaemon		3	
SimulatedRampageStrDex5		3	
SimulatedRampageDexInt6		3	
SimulatedRampageStrInt2		3	
SimulatedRampageUnique__1		3	
SimulatedRampageUnique__2		3	
SimulatedRampageUnique__3_		3	
BlindImmunityUniqueSceptre8		3	
BlindImmunityUnique__1		3	
ManaGainedOnEnemyDeathPerLevelUniqueSceptre8		3	
EnergyShieldGainedOnEnemyDeathPerLevelUniqueSceptre8		3	
LocalIncreaseSocketedActiveSkillGemLevelUniqueTwoHandSword7_		3	
IncreasedChaosDamagePerLevelUniqueTwoHandSword7		3	
IncreasedElementalDamagePerLevelUniqueTwoHandSword7		3	
LifeGainedOnEnemyDeathPerLevelUniqueTwoHandSword7		3	
UnholyMightOnRampageUniqueGlovesDexInt6		3	
DaemonGroundFireSelf		3	
DaemonLionWolfFireBossGroundFire		3	
DaemonGroundIceSelf		3	
DaemonEtherealKnivesSelf		3	
DaemonSummonChaosUpheavalDaemons		3	
DaemonProphecyBookQuest		3	
DaemonMapBossSunder		3	
DaemonMapBossSummonKamikazeDemon_		3	
IncreasedLifeStrIntRelic		3	
IncreasedLifeStrIntRelicEnemy		3	
IncreasedLifeStrIntRelicEnemy40		3	
IncreasedLifeStrIntRelicEnemy60		3	
IncreasedLifeStrIntRelicEnemy68		3	
IncreasedLifeStrIntRelicEnemy72		3	
IncreasedLifeStrIntRelicEnemy76		3	
IncreasedLifeStrIntRelicSmallEnemy		3	
IncreasedLifeStrIntRelicSmallEnemy40		3	
IncreasedLifeStrIntRelicSmallEnemy60		3	
IncreasedLifeStrIntRelicSmallEnemy68		3	
IncreasedLifeStrIntRelicSmallEnemy72		3	
IncreasedLifeStrIntRelicSmallEnemy76		3	
ReducedLifeStrIntRelic		3	
ReducedLifeStrIntRelicEnemy		3	
ReducedLifeStrIntRelicEnemy40		3	
ReducedLifeStrIntRelicEnemy60		3	
ReducedLifeStrIntRelicEnemy68		3	
ReducedLifeStrIntRelicEnemy72		3	
ReducedLifeStrIntRelicEnemy76		3	
LifeRegenerationStrIntRelic		3	
ZanaLifeRegeneration		3	
DaemonHolyStrIntRelic		3	
DaemonUnholyStrIntRelic		3	
DaemonConsecrateStrIntRelic		3	
MonsterAdditionalChain1		3	
MonsterAdditionalChain2		3	
MonsterSlowerProjectiles		3	
MonsterCannotBeDamaged		3	
MonsterCannotBeDamagedUniqueMap		3	
MonsterCannotBeDamagedSudokuBossDisplay		3	
DexMissionCorruptedBeastEffect1		3	
MonsterVaalFlameBlastDaemon		3	
MonsterVaalFlameBlastDaemon2		3	
MonsterFrostCallDaemon		3	
MonsterDesecrateDaemon		3	
MonsterVaalStormCallDaemon		3	
BeyondDemonBlindNova		3	
BeyondDemonVaalSummonSkeleton		3	
DexMissionModDegenAura		3	
StrMissionRockstormDaemon		3	
StrMissionVaalSummonSkeletonDaemon		3	
StrMissionGrouindFireDaemon		3	
RampageDaemonBlindDuration		3	
IntMissionVaalSummonSkeletonDaemon		3	
IntMissionDesecrateDaemon		3	
IntMissionChaosResistance		3	
IntMissionDamageBoostAura		3	
RampageDaemonGlobalBlindChance		3	
CannotSpawnBeyondPortals		3	
MapDisableMissions		3	
MonsterDamagePer10LevelsStrDexMission		3	
DexMissionSpiderSizeVariation		3	
RatPackSizeVariation		3	
KiwethSpectreSizeFix		3	
ShieldCrabSize_		3	
RampageProjectileSpiral		3	
MonsterAddedFireDamageAndIgnite		3	
MonsterAddedColdDamageAndFreeze		3	
MonsterAddedLightningDamageAndShock		3	
MonsterAddedPhysicalDamageAndBleed		3	
MonsterBleedImplicit		3	
StrDexMissionAddedFireDamage		3	
StrDexMissionAddedColdDamage		3	
StrDexMissionAddedLightningDamage		3	
StrDexIntMasterMapQuantity1		3	
StrDexIntMasterMapQuantity2		3	
StrDexIntMasterMapQuantity3		3	
StrDexIntMasterMapQuantity4_		3	
StrDexIntMasterMapQuantity5		3	
StrDexIntMasterMapQuantity6		3	
StrDexIntMasterMapQuantity7		3	
StrDexIntMasterMapQuantity8		3	
StrMissionFracturing		3	
StrMissionLargePacks		3	
StrMissionMagicMonsters		3	
StrMissionRareMonsters		3	
StrMissionMonsterCannotBeStunned		3	
StrMissionMonsterLife		3	
StrMissionMonsterDamage		3	
StrMissionMonsterFireDamage		3	
StrMissionMonsterColdDamage		3	
StrMissionMonsterLightningDamage		3	
StrMissionMonsterFast		3	
StrMissionMonsterFrenzy		3	
StrMissionMonsterMultipleProjectiles		3	
StrMissionMonsterChain		3	
StrMissionPlayerReducedRegeneration		3	
StrMissionPoisoning		3	
StrMissionGroundFireOnEnemyDeath		3	
MapExtraInvasionBosses		3	
MapExtraInvasionBossesEvent		3	
MapExtraStrongBoxes		3	
MapExtraStrongBoxesCrafted		3	
HarvestInfusedMapExtraStrongBoxes_		3	
MapExtraStrongBoxesEvent		3	
MapExtraStrongBoxesZanaMission		3	
MapExtraShrines		3	
MapExtraShrinesCrafted_		3	
HarvestInfusedMapExtraShrinesCrafted		3	
MapExtraShrinesEvent		3	
MapExtraShrinesProphecySignature		3	
MapAllPacksRareNemesis		3	
MapCustomLeagueHeadhunterNemesisPacks		3	
MapNemesisZana		3	
HarvestInfusedMapNemesisZana		3	
BleedOnHitGainedDexMasterVendorItem	Tora's	1	
BleedOnHitGainedDexMasterVendorItemUpdated_	Tora's	1	
AlwaysHitsStrDexMasterVendorItem	Vagan's	1	
MapInvasionBossMasterVendorItem	Kirac's	1	
MapAreaContainsInvasionBosses		3	
MapAnarchyExiles		3	
MapAnarchyExilesCrafted		3	
HarvestInfusedMapAnarchyExiles		3	
MapForcedMission		3	
MapOnslaught_		3	
MapOnslaughtEvent		3	
StrDexMissionIsDummyEvent		3	
DexMissionChieftainBossAreaOfEffect		3	
DexMissionChieftainBossBaseTotemRange		3	
StrMasterItemGenerationCannotChangePrefixes	of Prefixes	2	
DexMasterItemGenerationCannotChangeSuffixes	Suffixed	1	
IntMasterItemGenerationCannotRollAttackAffixes	of Spellcraft	2	
StrDexMasterItemGenerationCannotRollCasterAffixes	of Weaponcraft	2	
StrIntMasterItemGenerationCanHaveMultipleCraftedMods	of Crafting	2	
MapRampageLeagueCrafted		3	
HarvestInfusedMapRampageLeagueCrafted		3	
MapBeyondLeagueCrafted		3	
HarvestInfusedMapBeyondLeagueCrafted		3	
SocketedGemHasElementalEquilibriumUniqueRing25		3	
SocketedGemHasSecretsOfSufferingUnique__1		3	
ImmuneToElementalAilmentsWhileLifeAndManaCloseUnique__1		3	
FireResistanceWhenSocketedWithRedGemUniqueRing25		3	
LightningResistanceWhenSocketedWithBlueGemUniqueRing25		3	
ColdResistanceWhenSocketedWithGreenGemUniqueRing25		3	
ReducedLevelRequirementUniqueRing25		3	
ReducedLevelRequirementUnique__1		3	
