# base_item_name_map.tsv – generated by build_item_names.py
# generated: 2026-03-31T16:43:16Z
# columns: metadata_path	display_name
Metadata/Items/Armours/Helmets/FourHelmetStrInt3	Cultist Crown
Metadata/Items/Armours/Helmets/FourHelmetStrInt4	Martyr Crown
Metadata/Items/Armours/Helmets/FourHelmetStrInt5	Heavy Crown
Metadata/Items/Armours/Helmets/FourHelmetStrInt6	Spiritbone Crown
Metadata/Items/Armours/Helmets/FourHelmetStrInt7	Lavish Crown
Metadata/Items/Armours/Helmets/FourHelmetStrInt8	Archon Crown
Metadata/Items/Armours/Helmets/FourHelmetDexInt1	Hewn Mask
Metadata/Items/Armours/Helmets/FourHelmetDexInt2	Face Mask
Metadata/Items/Armours/Helmets/FourHelmetDexInt3	Hooded Mask
Metadata/Items/Armours/Helmets/FourHelmetDexInt4	Veiled Mask
Metadata/Items/Armours/Helmets/FourHelmetDexInt5	Tribal Mask
Metadata/Items/Armours/Helmets/FourHelmetDexInt6	Solid Mask
Metadata/Items/Armours/Helmets/FourHelmetDexInt7	Shaded Mask
Metadata/Items/Armours/Helmets/FourHelmetDexInt8	Death Mask
Metadata/Items/Armours/Gloves/FourGlovesStr1	Stocky Mitts
Metadata/Items/Armours/Gloves/FourGlovesStr2	Riveted Mitts
Metadata/Items/Armours/Gloves/FourGlovesStr3	Tempered Mitts
Metadata/Items/Armours/Gloves/FourGlovesStr4	Bolstered Mitts
Metadata/Items/Armours/Gloves/FourGlovesStr5	Moulded Mitts
Metadata/Items/Armours/Gloves/FourGlovesStr6	Detailed Mitts
Metadata/Items/Armours/Gloves/FourGlovesStr7	Titan Mitts
Metadata/Items/Armours/Gloves/FourGlovesStr8	Grand Mitts
Metadata/Items/Armours/Gloves/FourGlovesDex1	Suede Bracers
Metadata/Items/Armours/Gloves/FourGlovesDex2	Firm Bracers
Metadata/Items/Armours/Gloves/FourGlovesDex3	Bound Bracers
Metadata/Items/Armours/Gloves/FourGlovesDex4	Sectioned Bracers
Metadata/Items/Armours/Gloves/FourGlovesDex5	Spined Bracers
Metadata/Items/Armours/Gloves/FourGlovesDex6	Fine Bracers
Metadata/Items/Armours/Gloves/FourGlovesDex7	Hardened Bracers
Metadata/Items/Armours/Gloves/FourGlovesDex8	Engraved Bracers
Metadata/Items/Armours/Gloves/FourGlovesInt1	Torn Gloves
Metadata/Items/Armours/Gloves/FourGlovesInt2	Sombre Gloves
Metadata/Items/Armours/Gloves/FourGlovesInt3	Stitched Gloves
Metadata/Items/Armours/Gloves/FourGlovesInt4	Jewelled Gloves
Metadata/Items/Armours/Gloves/FourGlovesInt5	Intricate Gloves
Metadata/Items/Armours/Gloves/FourGlovesInt6	Pauascale Gloves
Metadata/Items/Armours/Gloves/FourGlovesInt7	Embroidered Gloves
Metadata/Items/Armours/Gloves/FourGlovesInt8	Adorned Gloves
Metadata/Items/Armours/Gloves/FourGlovesStrDex1	Ringmail Gauntlets
Metadata/Items/Armours/Gloves/FourGlovesStrDex2	Layered Gauntlets
Metadata/Items/Armours/Gloves/FourGlovesStrDex3	Doubled Gauntlets
Metadata/Items/Armours/Gloves/FourGlovesStrDex4	Plate Gauntlets
Metadata/Items/Armours/Gloves/FourGlovesStrDex5	Burnished Gauntlets
Metadata/Items/Armours/Gloves/FourGlovesStrDex6	Ornate Gauntlets
Metadata/Items/Armours/Gloves/FourGlovesStrInt1	Rope Cuffs
Metadata/Items/Armours/Gloves/FourGlovesStrInt2	Aged Cuffs
Metadata/Items/Armours/Gloves/FourGlovesStrInt3	Goldcast Cuffs
Metadata/Items/Armours/Gloves/FourGlovesStrInt4	Verisium Cuffs
Metadata/Items/Armours/Gloves/FourGlovesStrInt5	Righteous Cuffs
Metadata/Items/Armours/Gloves/FourGlovesStrInt6	Signet Cuffs
Metadata/Items/Armours/Gloves/FourGlovesDexInt1	Gauze Wraps
Metadata/Items/Armours/Gloves/FourGlovesDexInt2	Linen Wraps
Metadata/Items/Armours/Gloves/FourGlovesDexInt3	Spiral Wraps
Metadata/Items/Armours/Gloves/FourGlovesDexInt4	Buckled Wraps
Metadata/Items/Armours/Gloves/FourGlovesDexInt5	Furtive Wraps
Metadata/Items/Armours/Gloves/FourGlovesDexInt6	Utility Wraps
Metadata/Items/Armours/Boots/FourBootsStr1	Rough Greaves
Metadata/Items/Armours/Boots/FourBootsStr2	Iron Greaves
Metadata/Items/Armours/Boots/FourBootsStr3	Bronze Greaves
Metadata/Items/Armours/Boots/FourBootsStr4	Trimmed Greaves
Metadata/Items/Armours/Boots/FourBootsStr5	Stone Greaves
Metadata/Items/Armours/Boots/FourBootsStr6	Reefsteel Greaves
Metadata/Items/Armours/Boots/FourBootsStr7	Monument Greaves
Metadata/Items/Armours/Boots/FourBootsStr8	Totemic Greaves
Metadata/Items/Armours/Boots/FourBootsDex1	Rawhide Boots
Metadata/Items/Armours/Boots/FourBootsDex2	Laced Boots
Metadata/Items/Armours/Boots/FourBootsDex3	Embossed Boots
Metadata/Items/Armours/Boots/FourBootsDex4	Steeltoe Boots
Metadata/Items/Armours/Boots/FourBootsDex5	Lizardscale Boots
Metadata/Items/Armours/Boots/FourBootsDex6	Flared Boots
Metadata/Items/Armours/Boots/FourBootsDex7	Leatherplate Boots
Metadata/Items/Armours/Boots/FourBootsDex8	Embroidered Boots
Metadata/Items/Armours/Boots/FourBootsInt1	Straw Sandals
Metadata/Items/Armours/Boots/FourBootsInt2	Wrapped Sandals
Metadata/Items/Armours/Boots/FourBootsInt3	Lattice Sandals
Metadata/Items/Armours/Boots/FourBootsInt4	Silk Slippers
Metadata/Items/Armours/Boots/FourBootsInt5	Feathered Sandals
Metadata/Items/Armours/Boots/FourBootsInt6	Flax Sandals
Metadata/Items/Armours/Boots/FourBootsInt7	Studded Sandals
Metadata/Items/Armours/Boots/FourBootsInt8	Elaborate Sandals
Metadata/Items/Armours/Boots/FourBootsStrDex1	Mail Sabatons
Metadata/Items/Armours/Boots/FourBootsStrDex2	Braced Sabatons
Metadata/Items/Armours/Boots/FourBootsStrDex3	Stacked Sabatons
Metadata/Items/Armours/Boots/FourBootsStrDex4	Covered Sabatons
Metadata/Items/Armours/Boots/FourBootsStrDex5	Flexile Sabatons
Metadata/Items/Armours/Boots/FourBootsStrDex6	Bold Sabatons
Metadata/Items/Armours/Boots/FourBootsStrInt1	Padded Leggings
Metadata/Items/Armours/Boots/FourBootsStrInt2	Secured Leggings
Metadata/Items/Armours/Boots/FourBootsStrInt3	Pelt Leggings
Metadata/Items/Armours/Boots/FourBootsStrInt4	Weaver Leggings
Metadata/Items/Armours/Boots/FourBootsStrInt5	Gilt Leggings
Metadata/Items/Armours/Boots/FourBootsStrInt6	Pious Leggings
Metadata/Items/Armours/Boots/FourBootsDexInt1	Frayed Shoes
Metadata/Items/Armours/Boots/FourBootsDexInt2	Threaded Shoes
Metadata/Items/Armours/Boots/FourBootsDexInt3	Hunting Shoes
Metadata/Items/Armours/Boots/FourBootsDexInt4	Steelpoint Shoes
Metadata/Items/Armours/Boots/FourBootsDexInt5	Velour Shoes
Metadata/Items/Armours/Boots/FourBootsDexInt6	Bladed Shoes
Metadata/Items/Armours/Shields/FourShieldStr1	Splintered Tower Shield
Metadata/Items/Armours/Shields/FourShieldStr2	Painted Tower Shield
Metadata/Items/Armours/Shields/FourShieldStr3	Braced Tower Shield
Metadata/Items/Armours/Shields/FourShieldStr4	Barricade Tower Shield
Metadata/Items/Armours/Shields/FourShieldStr5	Effigial Tower Shield
Metadata/Items/Armours/Shields/FourShieldStr6	Rampart Tower Shield
Metadata/Items/Armours/Shields/FourShieldStr7	Heraldric Tower Shield
Metadata/Items/Armours/Shields/FourShieldStr8	Stone Tower Shield
Metadata/Items/Armours/Shields/FourShieldStr9	Crucible Tower Shield
Metadata/Items/Armours/Shields/FourShieldStr10	Ancestor Tower Shield
Metadata/Items/Armours/Shields/FourShieldStr11	Phalanx Tower Shield
Metadata/Items/Armours/Shields/FourShieldStr12	Defiant Tower Shield
Metadata/Items/Armours/Shields/FourShieldStr13	Blacksteel Tower Shield
Metadata/Items/Armours/Shields/FourShieldStrDex1	Hardwood Targe
Metadata/Items/Armours/Shields/FourShieldStrDex2	Pelage Targe
Metadata/Items/Armours/Shields/FourShieldStrDex3	Studded Targe
Metadata/Items/Armours/Shields/FourShieldStrDex4	Crescent Targe
Metadata/Items/Armours/Shields/FourShieldStrDex5	Chiseled Targe
Metadata/Items/Armours/Shields/FourShieldStrDex6	Feathered Targe
Metadata/Items/Armours/Shields/FourShieldStrDex7	Stratified Targe
Metadata/Items/Armours/Shields/FourShieldStrDex8	Carved Targe
Metadata/Items/Armours/Shields/FourShieldStrDex9	Mosaic Targe
Metadata/Items/Armours/Shields/FourShieldStrDex10	Aureate Targe
Metadata/Items/Armours/Shields/FourShieldStrDex11	Grand Targe
Metadata/Items/Armours/Shields/FourShieldStrInt1	Blazon Crest Shield
Metadata/Items/Armours/Shields/FourShieldStrInt2	Sigil Crest Shield
Metadata/Items/Armours/Shields/FourShieldStrInt3	Emblem Crest Shield
Metadata/Items/Armours/Shields/FourShieldStrInt4	Jingling Crest Shield
Metadata/Items/Armours/Shields/FourShieldStrInt5	Sectarian Crest Shield
Metadata/Items/Armours/Shields/FourShieldStrInt6	Omen Crest Shield
Metadata/Items/Armours/Shields/FourShieldStrInt7	Wayward Crest Shield
Metadata/Items/Armours/Shields/FourShieldStrInt8	Seer Crest Shield
Metadata/Items/Armours/Shields/FourShieldStrInt9	Stoic Crest Shield
Metadata/Items/Armours/Shields/FourShieldStrInt10	Empyreal Crest Shield
Metadata/Items/Armours/Shields/FourShieldStrInt11	Deified Crest Shield
Metadata/Items/Armours/Shields/FourShieldDex1	Leather Buckler
Metadata/Items/Armours/Shields/FourShieldDex2	Wooden Buckler
Metadata/Items/Armours/Shields/FourShieldDex3	Plated Buckler
Metadata/Items/Armours/Shields/FourShieldDex4	Iron Buckler
Metadata/Items/Armours/Shields/FourShieldDex5	Ridged Buckler
Metadata/Items/Armours/Shields/FourShieldDex6	Spiked Buckler
Metadata/Items/Armours/Shields/FourShieldDex7	Ringed Buckler
Metadata/Items/Armours/Shields/FourShieldDex8	Edged Buckler
Metadata/Items/Armours/Shields/FourShieldDex9	Laminate Buckler
Metadata/Items/Armours/Shields/FourShieldDex10	Pearl Buckler
Metadata/Items/Armours/Shields/FourShieldDex11	Ornate Buckler
Metadata/Items/Armours/Shields/FourShieldDex12	Array Buckler
Metadata/Items/Armours/Shields/FourShieldDex13	Aegis Buckler
Metadata/Items/Armours/Focii/FourFocus1	Twig Focus
Metadata/Items/Armours/Focii/FourFocus2	Woven Focus
Metadata/Items/Armours/Focii/FourFocus3	Antler Focus
Metadata/Items/Armours/Focii/FourFocus4	Engraved Focus
Metadata/Items/Armours/Focii/FourFocus5	Tonal Focus
Metadata/Items/Armours/Focii/FourFocus6	Crystal Focus
Metadata/Items/Armours/Focii/FourFocus7	Voodoo Focus
Metadata/Items/Armours/Focii/FourFocus8	Plumed Focus
Metadata/Items/Armours/Focii/FourFocus9	Runed Focus
Metadata/Items/Armours/Focii/FourFocus10	Whorl Focus
Metadata/Items/Armours/Focii/FourFocus11	Elegant Focus
Metadata/Items/Armours/Focii/FourFocus12	Attuned Focus
Metadata/Items/Armours/Focii/FourFocus13	Magus Focus
Metadata/Items/Quivers/FourQuiver1	Broadhead Quiver
Metadata/Items/Quivers/FourQuiver2	Fire Quiver
Metadata/Items/Quivers/FourQuiver3	Sacral Quiver
Metadata/Items/Quivers/FourQuiver4	Two-Point Quiver
Metadata/Items/Quivers/FourQuiver5	Blunt Quiver
Metadata/Items/Quivers/FourQuiver6	Toxic Quiver
Metadata/Items/Quivers/FourQuiver7	Serrated Quiver
Metadata/Items/Quivers/FourQuiver8	Primed Quiver
Metadata/Items/Quivers/FourQuiver9	Penetrating Quiver
Metadata/Items/Quivers/FourQuiver10	Volant Quiver
Metadata/Items/Quivers/FourQuiver11	Visceral Quiver
Metadata/Items/Amulets/FourAmulet1	Crimson Amulet
Metadata/Items/Amulets/FourAmulet2	Azure Amulet
Metadata/Items/Amulets/FourAmulet3	Amber Amulet
Metadata/Items/Amulets/FourAmulet4	Jade Amulet
Metadata/Items/Amulets/FourAmulet5	Lapis Amulet
Metadata/Items/Amulets/FourAmulet6	Lunar Amulet
Metadata/Items/Amulets/FourAmulet7	Bloodstone Amulet
Metadata/Items/Amulets/FourAmulet8	Stellar Amulet
Metadata/Items/Amulets/FourAmulet9	Solar Amulet
Metadata/Items/Amulets/FourAmulet10	Gold Amulet
Metadata/Items/Amulets/FourAmulet11	Pearlescent Amulet
Metadata/Items/Rings/FourRing1	Iron Ring
Metadata/Items/Rings/FourRing2	Lazuli Ring
Metadata/Items/Rings/FourRing3	Ruby Ring
Metadata/Items/Rings/FourRing4	Sapphire Ring
Metadata/Items/Rings/FourRing5	Topaz Ring
Metadata/Items/Rings/FourRing6	Amethyst Ring
Metadata/Items/Rings/FourRing7	Emerald Ring
Metadata/Items/Rings/FourRing8	Pearl Ring
Metadata/Items/Rings/FourRing9	Prismatic Ring
Metadata/Items/Rings/FourRing10	Gold Ring
Metadata/Items/Rings/FourRing11	Unset Ring
Metadata/Items/Rings/FourRing12	Abyssal Signet
Metadata/Items/Belts/FourBelt1	Rawhide Belt
Metadata/Items/Belts/FourBelt2	Linen Belt
Metadata/Items/Belts/FourBelt3	Wide Belt
Metadata/Items/Belts/FourBelt4	Long Belt
Metadata/Items/Belts/FourBelt5	Plate Belt
Metadata/Items/Belts/FourBelt6	Ornate Belt
Metadata/Items/Belts/FourBelt7	Mail Belt
Metadata/Items/Belts/FourBelt8	Double Belt
Metadata/Items/Belts/FourBelt9	Heavy Belt
Metadata/Items/Belts/FourBelt10	Utility Belt
Metadata/Items/Belts/FourBelt11	Fine Belt
Metadata/Items/Flasks/FourFlaskLife1	Lesser Life Flask
Metadata/Items/Flasks/FourFlaskLife2	Medium Life Flask
Metadata/Items/Flasks/FourFlaskLife3	Greater Life Flask
Metadata/Items/Flasks/FourFlaskLife4	Grand Life Flask
Metadata/Items/Flasks/FourFlaskLife5	Giant Life Flask
Metadata/Items/Flasks/FourFlaskLife6	Colossal Life Flask
Metadata/Items/Flasks/FourFlaskLife7	Gargantuan Life Flask
Metadata/Items/Flasks/FourFlaskLife8	Transcendent Life Flask
Metadata/Items/Flasks/FourFlaskLife9	Ultimate Life Flask
Metadata/Items/Flasks/FourFlaskMana1	Lesser Mana Flask
Metadata/Items/Flasks/FourFlaskMana2	Medium Mana Flask
Metadata/Items/Flasks/FourFlaskMana3	Greater Mana Flask
Metadata/Items/Flasks/FourFlaskMana4	Grand Mana Flask
Metadata/Items/Flasks/FourFlaskMana5	Giant Mana Flask
Metadata/Items/Flasks/FourFlaskMana6	Colossal Mana Flask
Metadata/Items/Flasks/FourFlaskMana7	Gargantuan Mana Flask
Metadata/Items/Flasks/FourFlaskMana8	Transcendent Mana Flask
Metadata/Items/Flasks/FourFlaskMana9	Ultimate Mana Flask
Metadata/Items/Flasks/FourCharm1	Thawing Charm
Metadata/Items/Flasks/FourCharm2	Staunching Charm
Metadata/Items/Flasks/FourCharm3	Antidote Charm
Metadata/Items/Flasks/FourCharm4	Dousing Charm
Metadata/Items/Flasks/FourCharm5	Grounding Charm
Metadata/Items/Flasks/FourCharm6	Stone Charm
Metadata/Items/Flasks/FourCharm7	Silver Charm
Metadata/Items/Flasks/FourCharm8	Ruby Charm
Metadata/Items/Flasks/FourCharm9	Sapphire Charm
Metadata/Items/Flasks/FourCharm10	Topaz Charm
Metadata/Items/Flasks/FourCharm11	Amethyst Charm
Metadata/Items/Flasks/FourCharm12	Golden Charm
Metadata/Items/Flasks/FourCharm13	Cleansing Charm
Metadata/Items/Rings/FourRingBase	Ring
Metadata/Items/Rings/FourRingLake1	Dusk Ring
Metadata/Items/Rings/FourRingLake2	Gloam Ring
Metadata/Items/Rings/FourRingLake3	Penumbra Ring
Metadata/Items/Rings/FourRingLake4	Tenebrous Ring
Metadata/Items/Amulets/FourAmuletLake1	Dusk Amulet
Metadata/Items/Amulets/FourAmuletLake2	Gloam Amulet
Metadata/Items/Amulets/FourAmuletLake3	Penumbra Amulet
Metadata/Items/Amulets/FourAmuletLake4	Tenebrous Amulet
Metadata/Items/Amulets/FourAmuletDelirium1	Distorted Amulet
Metadata/Items/Armours/BodyArmours/FourBodyStrDexIntBase	Garment
Metadata/Items/Armours/BodyArmours/FourBodyStrDexInt1	Grand Regalia
Metadata/Items/Armours/BodyArmours/FourBodyStrDexInt2	Sacrificial Regalia
Metadata/Items/Armours/Helmets/FourHelmetStrDexInt1	Grand Visage
Metadata/Items/Armours/Gloves/FourGlovesStrDexInt1	Grand Manchettes
Metadata/Items/Armours/Boots/FourBootsStrDexInt1	Grand Cuisses
Metadata/Items/Armours/Helmets/FourHelmetDemigod	Golden Visage
Metadata/Items/Armours/Gloves/FourGlovesDemigod	Golden Bracers
Metadata/Items/Armours/Boots/FourBootsDemigod	Golden Greaves
Metadata/Items/Armours/BodyArmours/FourBodyDemigod	Golden Plate
Metadata/Items/Armours/Shields/FourShieldDemigod	Golden Shield
Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/FourOneHandSwordDemigod	Golden Blade
Metadata/Items/Rings/FourRingBreach	Breach Ring
Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/FourOneHandSwordGamble	Random One Handed Sword
Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/FourTwoHandSwordGamble	Random Two Handed Sword
Metadata/Items/Weapons/OneHandWeapons/OneHandAxes/FourOneHandAxeGamble	Random One Handed Axe
Metadata/Items/Weapons/TwoHandWeapons/TwoHandAxes/FourTwoHandAxeGamble	Random Two Handed Axe
Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/FourOneHandMaceGamble	Random One Handed Mace
Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/FourTwoHandMaceGamble	Random Two Handed Mace
Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/FourSpearGamble	Random Spear
Metadata/Items/Weapons/OneHandWeapons/Claws/FourClawGamble	Random Claw
Metadata/Items/Weapons/OneHandWeapons/Daggers/FourDaggerGamble	Random Dagger
Metadata/Items/Weapons/TwoHandWeapons/Staves/FourQuarterstaffGamble	Random Quarterstaff
Metadata/Items/Weapons/OneHandWeapons/Flails/FourFlailGamble	Random Flail
Metadata/Items/Weapons/OneHandWeapons/Wands/FourWandGamble	Random Wand
Metadata/Items/Weapons/TwoHandWeapons/Staves/FourStaffGamble	Random Staff
Metadata/Items/Weapons/TwoHandWeapons/Bows/FourBowGamble	Random Bow
Metadata/Items/Weapons/TwoHandWeapons/Crossbows/FourCrossbowGamble	Random Crossbow
Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/FourSceptreGamble	Random Sceptre
Metadata/Items/Weapons/OneHandWeapons/Traps/FourTrapGamble	Random Trap
Metadata/Items/Weapons/OneHandWeapons/Talisman/FourTalismanGamble	Random Talisman
Metadata/Items/Armours/BodyArmours/FourBodyStrGamble	Random Body Armour
Metadata/Items/Armours/BodyArmours/FourBodyDexGamble	Random Body Armour
Metadata/Items/Armours/BodyArmours/FourBodyIntGamble	Random Body Armour
Metadata/Items/Armours/BodyArmours/FourBodyStrDexGamble	Random Body Armour
Metadata/Items/Armours/BodyArmours/FourBodyStrIntGamble	Random Body Armour
Metadata/Items/Armours/BodyArmours/FourBodyDexIntGamble	Random Body Armour
Metadata/Items/Armours/Helmets/FourHelmetStrGamble	Random Helmet
Metadata/Items/Armours/Helmets/FourHelmetDexGamble	Random Helmet
Metadata/Items/Armours/Helmets/FourHelmetIntGamble	Random Helmet
Metadata/Items/Armours/Helmets/FourHelmetStrDexGamble	Random Helmet
Metadata/Items/Armours/Helmets/FourHelmetStrIntGamble	Random Helmet
Metadata/Items/Armours/Helmets/FourHelmetDexIntGamble	Random Helmet
Metadata/Items/Armours/Gloves/FourGlovesStrGamble	Random Gloves
Metadata/Items/Armours/Gloves/FourGlovesDexGamble	Random Gloves
Metadata/Items/Armours/Gloves/FourGlovesIntGamble	Random Gloves
Metadata/Items/Armours/Gloves/FourGlovesStrDexGamble	Random Gloves
Metadata/Items/Armours/Gloves/FourGlovesStrIntGamble	Random Gloves
Metadata/Items/Armours/Gloves/FourGlovesDexIntGamble	Random Gloves
Metadata/Items/Armours/Boots/FourBootsStrGamble	Random Boots
Metadata/Items/Armours/Boots/FourBootsDexGamble	Random Boots
Metadata/Items/Armours/Boots/FourBootsIntGamble	Random Boots
Metadata/Items/Armours/Boots/FourBootsStrDexGamble	Random Boots
Metadata/Items/Armours/Boots/FourBootsStrIntGamble	Random Boots
Metadata/Items/Armours/Boots/FourBootsDexIntGamble	Random Boots
Metadata/Items/Armours/Shields/FourShieldStrGamble	Random Shield
Metadata/Items/Armours/Shields/FourShieldStrDexGamble	Random Shield
Metadata/Items/Armours/Shields/FourShieldStrIntGamble	Random Shield
Metadata/Items/Armours/Shields/FourShieldDexGamble	Random Buckler
Metadata/Items/Armours/Focii/FourFocusGamble	Random Focus
Metadata/Items/Quivers/FourQuiverGamble	Random Quiver
Metadata/Items/Amulets/FourAmuletGamble	Random Amulet
Metadata/Items/Rings/FourRingGamble	Random Ring
Metadata/Items/Belts/FourBeltGamble	Random Belt
Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/FourOneHandMace2Cruel	Calescent Hammer
Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/FourOneHandMace3Cruel	Flared Mace
Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/FourOneHandMace5Cruel	Battle Pick
Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/FourOneHandMace6Cruel	Marching Mace
Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/FourOneHandMace7Cruel	Bandit Mace
Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/FourOneHandMace8Cruel	Structured Hammer
Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/FourTwoHandMace2Cruel	Snakewood Greathammer
Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/FourTwoHandMace3Cruel	Blacksmith Maul
Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/FourTwoHandMace5Cruel	Zealot Greathammer
Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/FourTwoHandMace6Cruel	Solemn Maul
Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/FourTwoHandMace7Cruel	Heavy Greathammer
Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/FourTwoHandMace8Cruel	Disintegrating Maul
Metadata/Items/Weapons/TwoHandWeapons/Staves/FourQuarterstaff2Cruel	Reaching Quarterstaff
Metadata/Items/Weapons/TwoHandWeapons/Staves/FourQuarterstaff3Cruel	Barbarous Quarterstaff
Metadata/Items/Weapons/TwoHandWeapons/Staves/FourQuarterstaff4Cruel	Arcing Quarterstaff
Metadata/Items/Weapons/TwoHandWeapons/Staves/FourQuarterstaff5Cruel	Waxing Quarterstaff
Metadata/Items/Weapons/TwoHandWeapons/Staves/FourQuarterstaff7Cruel	Bladed Quarterstaff
Metadata/Items/Weapons/TwoHandWeapons/Staves/FourQuarterstaff8Cruel	Guardian Quarterstaff
Metadata/Items/Weapons/TwoHandWeapons/Bows/FourBow2Cruel	Snakewood Shortbow
Metadata/Items/Weapons/TwoHandWeapons/Bows/FourBow3Cruel	Protector Bow
Metadata/Items/Weapons/TwoHandWeapons/Bows/FourBow5Cruel	Rider Bow
Metadata/Items/Weapons/TwoHandWeapons/Bows/FourBow6Cruel	Twin Bow
Metadata/Items/Weapons/TwoHandWeapons/Bows/FourBow7Cruel	Adherent Bow
Metadata/Items/Weapons/TwoHandWeapons/Bows/FourBow8Cruel	Militant Bow
Metadata/Items/Weapons/TwoHandWeapons/Crossbows/FourCrossbow2Cruel	Taut Crossbow
Metadata/Items/Weapons/TwoHandWeapons/Crossbows/FourCrossbow3Cruel	Robust Crossbow
Metadata/Items/Weapons/TwoHandWeapons/Crossbows/FourCrossbow4Cruel	Painted Crossbow
Metadata/Items/Weapons/TwoHandWeapons/Crossbows/FourCrossbow5Cruel	Twin Crossbow
Metadata/Items/Weapons/TwoHandWeapons/Crossbows/FourCrossbow7Cruel	Cannonade Crossbow
Metadata/Items/Weapons/TwoHandWeapons/Crossbows/FourCrossbow8Cruel	Bleak Crossbow
Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/FourSpear2Cruel	Steelhead Spear
Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/FourSpear3Cruel	Coursing Spear
Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/FourSpear5Cruel	Swift Spear
Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/FourSpear6Cruel	Branched Spear
Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/FourSpear7Cruel	Jagged Spear
Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/FourSpear8Cruel	Massive Spear
Metadata/Items/Weapons/TwoHandWeapons/Talismans/Talisman6Cruel	Howling Talisman
Metadata/Items/Weapons/TwoHandWeapons/Talismans/Talisman7Cruel	Fury Talisman
Metadata/Items/Weapons/TwoHandWeapons/Talismans/Talisman8Cruel	Cruel Talisman
Metadata/Items/Armours/BodyArmours/FourBodyStr2Cruel	Barbarian Plate
Metadata/Items/Armours/BodyArmours/FourBodyStr3Cruel	Rugged Cuirass
Metadata/Items/Armours/BodyArmours/FourBodyStr5Cruel	Sandsworn Cuirass
Metadata/Items/Armours/BodyArmours/FourBodyStr6Cruel	Elegant Plate
Metadata/Items/Armours/BodyArmours/FourBodyStr7Cruel	Heavy Plate
Metadata/Items/Armours/BodyArmours/FourBodyStr8Cruel	Stone Cuirass
Metadata/Items/Armours/BodyArmours/FourBodyDex2Cruel	Patchwork Vest
Metadata/Items/Armours/BodyArmours/FourBodyDex3Cruel	Hunting Coat
Metadata/Items/Armours/BodyArmours/FourBodyDex5Cruel	Riding Coat
Metadata/Items/Armours/BodyArmours/FourBodyDex6Cruel	Layered Vest
Metadata/Items/Armours/BodyArmours/FourBodyDex7Cruel	Runner Vest
Metadata/Items/Armours/BodyArmours/FourBodyDex8Cruel	Lizardscale Coat
Metadata/Items/Armours/BodyArmours/FourBodyInt2Cruel	Avian Robe
Metadata/Items/Armours/BodyArmours/FourBodyInt3Cruel	Cursespeaker's Robe
Metadata/Items/Armours/BodyArmours/FourBodyInt5Cruel	Luxurious Robe
Metadata/Items/Armours/BodyArmours/FourBodyInt6Cruel	River Raiment
Metadata/Items/Armours/BodyArmours/FourBodyInt7Cruel	Adherent's Raiment
Metadata/Items/Armours/BodyArmours/FourBodyInt8Cruel	Ceremonial Robe
Metadata/Items/Armours/BodyArmours/FourBodyStrDex1Cruel	Ring Mail
Metadata/Items/Armours/BodyArmours/FourBodyStrDex2Cruel	Scoundrel Armour
Metadata/Items/Armours/BodyArmours/FourBodyStrDex3Cruel	Wanderer Armour
Metadata/Items/Armours/BodyArmours/FourBodyStrDex4Cruel	Mantled Mail
Metadata/Items/Armours/BodyArmours/FourBodyStrDex5Cruel	Trailblazer Armour
Metadata/Items/Armours/BodyArmours/FourBodyStrDex6Cruel	Golden Mail
Metadata/Items/Armours/BodyArmours/FourBodyStrInt1Cruel	Templar Vestments
Metadata/Items/Armours/BodyArmours/FourBodyStrInt2Cruel	Bearskin Mantle
Metadata/Items/Armours/BodyArmours/FourBodyStrInt3Cruel	Chain Vestments
Metadata/Items/Armours/BodyArmours/FourBodyStrInt4Cruel	Occultist Mantle
Metadata/Items/Armours/BodyArmours/FourBodyStrInt5Cruel	Plated Vestments
Metadata/Items/Armours/BodyArmours/FourBodyStrInt6Cruel	Heartcarver Mantle
