# stat_desc_map.tsv - generated by build_stat_desc_map.py
# Format: stat_id TAB template TAB arg_index TAB group_ids
# template placeholders: {0} {1} = stat values; wiki links stripped
# arg_index: which {N} this stat fills (0=first, 1=second, ...)
# group_ids: comma-separated group (multi-stat entries share a template)
%_attack_damage_per_glory_consumed_for_6_seconds_up_to_100	Consuming Glory grants you {0}% increased Attack damage per Glory consumed for 6 seconds, up to 60%	0	%_attack_damage_per_glory_consumed_for_6_seconds_up_to_100
%_chance_for_crossbow_reload_to_be_instant	{0}% chance when you Reload a Crossbow to be immediate	0	%_chance_for_crossbow_reload_to_be_instant
%_chance_to_blind_on_critical_strike	{0}% chance to Blind Enemies on Critical Hit	0	%_chance_to_blind_on_critical_strike
%_chance_to_blind_on_critical_strike_while_you_have_cats_stealth	Critical Hits have {0}% chance to Blind Enemies while you have Cat's Stealth	0	%_chance_to_blind_on_critical_strike_while_you_have_cats_stealth
%_chance_to_cause_bleeding_enemies_to_flee_on_hit	{0}% Chance to cause Bleeding Enemies to Flee on hit	0	%_chance_to_cause_bleeding_enemies_to_flee_on_hit
%_chance_to_create_smoke_cloud_on_mine_or_trap_creation	{0}% chance to create a Smoke Cloud when you lay a Mine or throw a Trap	0	%_chance_to_create_smoke_cloud_on_mine_or_trap_creation
%_chance_to_deal_150%_area_damage_+%_final	Hits have {0}% chance to deal 50% more Area Damage	0	%_chance_to_deal_150%_area_damage_+%_final
%_chance_to_duplicate_dropped_sentinels	{}% chance for found Sentinels to be Duplicated	0	%_chance_to_duplicate_dropped_sentinels
%_chance_to_gain_endurance_charge_each_second_while_channelling	{0}% chance to gain an Endurance Charge each second while Channelling	0	%_chance_to_gain_endurance_charge_each_second_while_channelling
%_chance_to_gain_endurance_charge_on_trap_triggered_by_an_enemy	{0}% chance to gain an Endurance Charge when your Trap is triggered by an Enemy	0	%_chance_to_gain_endurance_charge_on_trap_triggered_by_an_enemy
%_chance_to_gain_frenzy_charge_on_mine_detonated_targeting_an_enemy	{0}% chance to gain a Frenzy Charge when a Mine from Supported\nSkills is Detonated targeting an Enemy	0	%_chance_to_gain_frenzy_charge_on_mine_detonated_targeting_an_enemy
%_chance_to_gain_frenzy_charge_on_trap_triggered_by_an_enemy	Supported Skills have {0}% chance to gain a Frenzy Charge when your Trap is triggered by an Enemy	0	%_chance_to_gain_frenzy_charge_on_trap_triggered_by_an_enemy
%_chance_to_gain_power_charge_on_hit_against_enemies_on_full_life	{0}% chance to gain a Power Charge on Hit against Enemies that are on Full Life	0	%_chance_to_gain_power_charge_on_hit_against_enemies_on_full_life
%_chance_to_gain_power_charge_on_mine_detonated_targeting_an_enemy	{0}% chance to gain a Power Charge when a Mine from Supported\nSkills is Detonated targeting an Enemy	0	%_chance_to_gain_power_charge_on_mine_detonated_targeting_an_enemy
%_chance_to_gain_power_charge_on_placing_a_totem	{0}% chance to gain a Power Charge when you Summon a Totem	0	%_chance_to_gain_power_charge_on_placing_a_totem
%_chance_to_gain_power_charge_on_trap_triggered_by_an_enemy	Supported Skills have {0}% chance to gain a Power Charge when your Trap is triggered by an Enemy	0	%_chance_to_gain_power_charge_on_trap_triggered_by_an_enemy
%_chance_to_gain_random_charge_on_trap_triggered_by_an_enemy	{0}% chance to gain an Endurance, Frenzy or Power Charge when any\nof your Traps are Triggered by an Enemy	0	%_chance_to_gain_random_charge_on_trap_triggered_by_an_enemy
%_maximum_life_as_focus	Enemies have Maximum Concentration equal to {0}% of their Maximum Life	0	%_maximum_life_as_focus
%_maximum_life_inflicted_as_aoe_fire_damage_when_hit	Deal {0}% of your maximum Life as Fire Damage to nearby Enemies when Hit	0	base_%_maximum_life_inflicted_as_aoe_fire_damage_when_hit
%_number_of_raging_spirits_allowed	{0}% increased Maximum number of Summoned Raging Spirits	0	%_number_of_raging_spirits_allowed
%_of_life_regeneration_applies_to_totems	{}% of your Life Regeneration applies to your Totems aswell	0	%_of_life_regeneration_applies_to_totems
%_physical_damage_bypasses_energy_shield	Physical Damage taken bypasses Energy Shield	0	%_physical_damage_bypasses_energy_shield
map_delirium_3_additional_reward_types_chance_%	Delirium Encounters in your Maps have {0}% chance to generate three additional Reward types	0	map_delirium_3_additional_reward_types_chance_%
map_delirium_additional_reward_type_chance_%	Delirium Encounters in your Maps have {0}% chance to generate an additional Reward	0	map_delirium_additional_reward_type_chance_%
map_delirium_boss_life_+%	Delirium Bosses in your Maps have {0}% increased maximum Life	0	map_delirium_boss_life_+%
map_delirium_boss_splinter_amount_+%	Delirium Bosses in your Maps drop {0}% increased Simulacrum Splinters	0	map_delirium_boss_splinter_amount_+%
map_delirium_boss_unique_cluster_jewel_drop_chance_+%	Delirium Bosses in your Maps have {0}% increased chance to drop Unique Cluster Jewels	0	map_delirium_boss_unique_cluster_jewel_drop_chance_+%
map_delirium_daemon_damage_+%	Manifested Delirium Demons in your Maps deal {0}% increased Damage	0	map_delirium_daemon_damage_+%
map_delirium_difficulty_scaling_from_mirror_is_double	Delirium Fog in your Maps has doubled difficulty scaling with distance from the Mirror	0	map_delirium_difficulty_scaling_from_mirror_is_double
map_delirium_doodads_+%_final	Delirium Fog in your Maps spawns {0}% increased Fracturing Mirrors	0	map_delirium_doodads_+%_final
map_delirium_double_splinters	Simulacrum Splinters found in your Maps are doubled	0	map_delirium_double_splinters
map_delirium_fog_never_dissipates	Delirium Fog in your Maps never dissipates	0	map_delirium_fog_never_dissipates
map_delirium_monster_cluster_jewel_drop_chance_permyriad	Delirium Monsters in your Maps have {0}% increased chance to drop Cluster Jewels	0	map_delirium_monster_cluster_jewel_drop_chance_permyriad
map_delirium_splinter_stack_size_+%	{0}% increased Stack size of Simulacrum Splinters found in your Maps	0	map_delirium_splinter_stack_size_+%
map_delve_rules	Areas contain deposits of Voltaxic Sulphite	0	map_delve_rules
map_device_cannot_augment_maps_with_fragments	Your Maps cannot be modified by Fragments other than Divine Vessels	0	map_device_cannot_augment_maps_with_fragments
map_disable_abyss_from_chance	Your Maps have no chance to contain Abysses	0	map_disable_abyss_from_chance
map_disable_blight_from_chance	Your Maps have no chance to contain Blight Encounters	0	map_disable_blight_from_chance
map_disable_breach_from_chance	Your Maps have no chance to contain Breaches	0	map_disable_breach_from_chance
map_disable_delirium_from_chance	Your Maps have no chance to contain Mirrors of Delirium	0	map_disable_delirium_from_chance
map_disable_expedition_from_chance	Your Maps have no chance to contain Expedition Encounters	0	map_disable_expedition_from_chance
map_disable_harvest_from_chance	Your Maps have no chance to contain the Sacred Grove	0	map_disable_harvest_from_chance
map_disable_heist_coin_contract_blueprint_drops	Rogue's Markers, Contracts and Blueprints cannot be found in Your Maps	0	map_disable_heist_coin_contract_blueprint_drops
map_disable_heist_from_chance	Your Maps have no chance to contain Smuggler's Caches	0	map_disable_heist_from_chance
map_disable_legion_from_chance	Your Maps have no chance to contain Legion Encounters	0	map_disable_legion_from_chance
map_disable_metamorph_from_chance	Your Maps have no chance to contain Metamorph Encounters	0	map_disable_metamorph_from_chance
map_disable_ritual_from_chance	Your Maps have no chance to contain Ritual Altars	0	map_disable_ritual_from_chance
map_display_area_contains_unbridged_gaps_to_cross	Area contains unbridged gaps to cross	0	map_display_area_contains_unbridged_gaps_to_cross
map_display_strongbox_monsters_are_enraged	Strongbox Monsters are Enraged	0	map_display_strongbox_monsters_are_enraged
map_display_unique_boss_drops_X_maps	Unique Boss drops an additional Map	0	map_display_unique_boss_drops_X_maps
map_divination_card_drop_chance_+%	{0}% more Divination Cards found in Area	0	map_divination_card_drop_chance_+%
map_doesnt_consume_sextant_use	Does not consume Sextant Uses	0	map_doesnt_consume_sextant_use
map_double_conqueror_progress_chance_%	{0}% chance on completing a Map influenced by a Conqueror of the Atlas\nto gain double progress towards locating their Citadel	0	map_double_conqueror_progress_chance_%
map_double_sulphite_mined_chance_%	Voltaxic Sulphite Veins and Chests in your Maps have {0}% chance to contain double Sulphite	0	map_double_sulphite_mined_chance_%
map_dropped_map_as_random_unique_map_permilliage	Maps have a {0}% chance to drop as a random Unique Map instead in your Maps	0	map_dropped_map_as_random_unique_map_permilliage
map_dropped_maps_are_corrupted_with_8_mods	Maps found in your Maps are Corrupted with 8 Modifiers	0	map_dropped_maps_are_corrupted_with_8_mods
map_dropped_maps_are_duplicated_chance_permillage	{0}% chance for Map Drops to be Duplicated	0	map_dropped_maps_are_duplicated_chance_permillage
map_dropped_maps_rarity_+%	{0}% increased Rarity of Waystones found in your Maps	0	map_dropped_maps_rarity_+%
map_dropped_waystones_are_rare_and_corrupted_chance_%	{0}% chance for Waystones found in your Maps to be Rare and Corrupted	0	map_dropped_waystones_are_rare_and_corrupted_chance_%
map_duplicate_all_rare_monsters	Rare Monsters Are Mirrored	0	map_duplicate_all_rare_monsters
map_duplicate_captured_beasts_chance_%	{0}% chance to create a copy of Beasts Captured in your Maps	0	map_duplicate_captured_beasts_chance_%
map_duplicate_essence_monsters_with_at_least_4_essences	Monsters Imprisoned by at least 4 Essences in your Maps will be Duplicated when released	0	map_duplicate_essence_monsters_with_at_least_4_essences
map_duplicate_essence_monsters_with_shrieking_essence	Monsters Imprisoned by a Shrieking Essence in your Maps will be Duplicated when released	0	map_duplicate_essence_monsters_with_shrieking_essence
map_duplicate_orb_of_conflict_chance_%	{0}% chance for Orbs of Conflict found in The Maven's Crucible or the Absence of Mercy and Empathy to be Duplicated	0	map_duplicate_orb_of_conflict_chance_%
map_duplicate_x_rare_monsters	1 Rare Monster in your Maps is Duplicated	0	map_duplicate_x_rare_monsters
map_duplicate_x_synthesised_rare_monsters	Duplicate up to {0} Synthesised Rare Monsters	0	map_duplicate_x_synthesised_rare_monsters
map_einhar_cooldown_recovery_rate_+%	Einhar has {0}% increased Cooldown Recovery Rate in your Maps	0	map_einhar_cooldown_recovery_rate_+%
map_einhar_damage_vs_unique_monsters_+%_final	Einhar deals {0}% more Damage to Unique Monsters in your Maps	0	map_einhar_damage_vs_unique_monsters_+%_final
map_einhar_ignores_mission_completion	Einhar remains in your Maps after his Mission is Complete	0	map_einhar_ignores_mission_completion
map_einhar_mission_additional_yellows	Your Maps that contain capturable Beasts contain {0} additional Yellow Beast	0	map_einhar_mission_additional_yellows
map_einhar_mission_beast_invasion_chance_%	Your Maps with Einhar Missions have {0}% chance to contain additional Packs of Beasts instead of other Monsters	0	map_einhar_mission_beast_invasion_chance_%
map_elder_boss_variation	Map is occupied by The Enslaver	0	map_elder_boss_variation
map_elder_boss_watchers_eye_drop_additional_chance_%	The Elder has {0:+d}% chance to drop a Watcher's Eye	0	map_elder_boss_watchers_eye_drop_additional_chance_%
map_elder_influence_pack_size_+%	Monster Packs Influenced by The Elder in your Maps have {0}% increased Pack Size	0	map_elder_influence_pack_size_+%
map_elder_rare_chance_+%	{0}% more Rare Elder Items found in Area	0	map_elder_rare_chance_+%
map_elder_shaper_and_guardians_influenced_item_drop_chance_%	The Shaper, The Elder and their Guardians have a {0}% chance to drop an Influenced Item	0	map_elder_shaper_and_guardians_influenced_item_drop_chance_%
map_elemental_weakness_curse_zones	Players are periodically Cursed with Elemental Weakness	0	map_elemental_weakness_curse_zones
map_endgame_affliction_reward_1	Delirium Reward Type: {0}	0	map_endgame_affliction_reward_1
map_endgame_affliction_reward_2	Delirium Reward Type: {0}	0	map_endgame_affliction_reward_2
map_endgame_affliction_reward_3	Delirium Reward Type: {0}	0	map_endgame_affliction_reward_3
map_endgame_affliction_reward_4	Delirium Reward Type: {0}	0	map_endgame_affliction_reward_4
map_endgame_affliction_reward_5	Delirium Reward Type: {0}	0	map_endgame_affliction_reward_5
map_endgame_affliction_reward_6	Delirium Reward Type: {0}	0	map_endgame_affliction_reward_6
map_endgame_affliction_reward_7	Delirium Reward Type: {0}	0	map_endgame_affliction_reward_7
map_endgame_affliction_reward_8	Delirium Reward Type: {0}	0	map_endgame_affliction_reward_8
map_endgame_affliction_reward_9	Delirium Reward Type: {0}	0	map_endgame_affliction_reward_9
map_endgame_fog_depth	Players in Area are {0}% Delirious	0	map_endgame_fog_depth
map_enfeeble_curse_zones	Players are periodically Cursed with Enfeeble	0	map_enfeeble_curse_zones
map_enlightening_shrine_chance_+%	{0}% increased chance for Shrines in your Maps to be Enlightening Shrines	0	map_enlightening_shrine_chance_+%
map_enlightening_shrine_effect_+%	{0}% increased effect of Enlightening Shrines in your Maps	0	map_enlightening_shrine_effect_+%
map_equipment_drops_identified	Found Items drop Identified in Area	0	map_equipment_drops_identified
map_equipment_drops_identified_in_identified_areas	Items found in your Identified Maps are Identified	0	map_equipment_drops_identified_in_identified_areas
map_equipment_drops_with_+2_sockets_permillage_chance	Items found in your Maps have {0}% chance to have 2 additional Sockets	0	map_equipment_drops_with_+2_sockets_permillage_chance
map_equipment_drops_with_1_white_socket_permyriad_chance	Items found in your Maps have {0}% chance to have a White Socket	0	map_equipment_drops_with_1_white_socket_permyriad_chance
map_equipment_drops_with_lucky_links	Sockets on Items found in your Maps have improved chances to be Linked	0	map_equipment_drops_with_lucky_links
map_equipment_drops_with_maximum_sockets_permillage_chance	Items found in your Maps have {0}% chance to have the maximum number of Sockets	0	map_equipment_drops_with_maximum_sockets_permillage_chance
map_essence_%_chance_double_corrupted	{0}% chance when Corrupting Essence Monsters in your Maps\nto Corrupt them an additional time	0	map_essence_%_chance_double_corrupted
map_essence_%_chance_rare_monster_modifiers_replaced_with_essences	{0}% chance for Modifiers on Essence Monsters in your Maps to be replaced with Essences	0	map_essence_%_chance_rare_monster_modifiers_replaced_with_essences
map_essence_abyss_chance_+%	{0}% increased chance of Essences being influenced by Abysses	0	map_essence_abyss_chance_+%
map_essence_ally_chance_+%	{0}% increased chance for Essences found in your Maps to add Ally modifiers	0	map_essence_ally_chance_+%
map_essence_attack_chance_+%	{0}% increased chance for Essences found in your Maps to add Attack modifiers	0	map_essence_attack_chance_+%
map_essence_attribute_chance_+%	{0}% increased chance for Essences found in your Maps to add Attribute modifiers	0	map_essence_attribute_chance_+%
map_essence_caster_chance_+%	{0}% increased chance for Essences found in your Maps to add Caster modifiers	0	map_essence_caster_chance_+%
map_essence_chaos_chance_+%	{0}% increased chance for Essences found in your Maps to add Chaos modifiers	0	map_essence_chaos_chance_+%
map_essence_cold_chance_+%	{0}% increased chance for Essences found in your Maps to add Cold modifiers	0	map_essence_cold_chance_+%
map_essence_corruption_cannot_release_monsters	Corrupting Imprisoned Monsters in your Maps cannot release them	0	map_essence_corruption_cannot_release_monsters
map_essence_critical_chance_+%	{0}% increased chance for Essences found in your Maps to add Critical modifiers	0	map_essence_critical_chance_+%
map_essence_defences_chance_+%	{0}% increased chance for Essences found in your Maps to add Defence modifiers	0	map_essence_defences_chance_+%
map_essence_fire_chance_+%	{0}% increased chance for Essences found in your Maps to add Fire modifiers	0	map_essence_fire_chance_+%
map_essence_greater_essence_+%	Essences found in your Maps have {0}% increased chance to be Perfect Essences	0	map_essence_greater_essence_+%
map_essence_life_chance_+%	{0}% increased chance for Essences found in your Maps to add Life modifiers	0	map_essence_life_chance_+%
map_essence_lightning_chance_+%	{0}% increased chance for Essences found in your Maps to add Lightning modifiers	0	map_essence_lightning_chance_+%
map_essence_mana_chance_+%	{0}% increased chance for Essences found in your Maps to add Mana modifiers	0	map_essence_mana_chance_+%
map_essence_monolith_contains_additional_essence_of_corruption	Monsters Imprisoned by Essences have a {0}% chance to contain an additional Remnant of Corruption	0	map_essence_monolith_contains_additional_essence_of_corruption
map_essence_monolith_contains_essence_of_corruption_%	Monsters Imprisoned by Essences have a {0}% chance to contain a Remnant of Corruption	0	map_essence_monolith_contains_essence_of_corruption_%
map_essence_monsters_are_corrupted	Essences found in this Area are Corrupted	0	map_essence_monsters_are_corrupted
map_essence_monsters_chance_for_2_additional_essences_%	Imprisoned Monsters in your Maps have {0}% chance to have 2 additional Essences	0	map_essence_monsters_chance_for_2_additional_essences_%
map_essence_monsters_drop_rare_item_with_random_essence_mod_%_chance	Imprisoned Monsters in your Maps have {0}% chance to drop an additional Rare Item with an Essence Modifier	0	map_essence_monsters_drop_rare_item_with_random_essence_mod_%_chance
map_essence_monsters_have_additional_essences	Imprisoned Monsters have an additional Essence	0	map_essence_monsters_have_additional_essences
map_essence_monsters_have_an_additional_essence_%_chance	Imprisoned Monsters in your Maps have {0}% chance to have an additional Essence	0	map_essence_monsters_have_an_additional_essence_%_chance
map_essence_monsters_higher_tier	Essences found in this Area are a higher level	0	map_essence_monsters_higher_tier
map_essence_physical_chance_+%	{0}% increased chance for Essences found in your Maps to add Physical modifiers	0	map_essence_physical_chance_+%
map_essence_rarity_chance_+%	{0}% increased chance for Essences found in your Maps to add Rarity modifiers	0	map_essence_rarity_chance_+%
map_essence_speed_chance_+%	{0}% increased chance for Essences found in your Maps to add Speed modifiers	0	map_essence_speed_chance_+%
map_essences_are_1_tier_higher_chance_%	Essences found in your Maps are a tier higher	0	map_essences_are_1_tier_higher_chance_%
map_essences_contains_rogue_exiles	Essences imprison a Rogue Exile	0	map_essences_contains_rogue_exiles
map_expedition_artifact_quantity_+%	{0}% increased quantity of Artifacts dropped by Monsters in your Maps	0	map_expedition_artifact_quantity_+%
map_expedition_chest_double_drops_chance_%	Excavated Chests have a {0}% chance to contain twice as many Items	0	map_expedition_chest_double_drops_chance_%
map_expedition_chest_marker_count_+	Expedition encounters in your Maps contain {0} additional Chest Marker	0	map_expedition_chest_marker_count_+
map_expedition_chests_despawn_after_X_seconds	Expedition Chests in your Maps despawn after a second	0	map_expedition_chests_despawn_after_X_seconds
map_expedition_common_chest_marker_count_+	Area contains {0} additional Common Chest Marker	0	map_expedition_common_chest_marker_count_+
map_expedition_danning_encounter_chance_+%	Expeditions in your Maps have {0}% increased chance to be led by Dannig	0	map_expedition_danning_encounter_chance_+%
map_expedition_dropped_logbooks_level_+	+{0} to Level of Expedition Logbooks found in your Maps	0	map_expedition_dropped_logbooks_level_+
map_expedition_elite_marker_count_+%	Your Maps contain {0}% increased number of Runic Monster Markers	0	map_expedition_elite_marker_count_+%
map_expedition_encounter_additional_chance_%	Your Maps have {0:+d}% chance to contain an Expedition Encounter	0	map_expedition_encounter_additional_chance_%
map_expedition_encounter_chance_+%	Your Maps have {0}% increased chance to contain an Expedition Encounter	0	map_expedition_encounter_chance_+%
map_expedition_epic_chest_marker_count_+	Area contains {0} additional Rare Chest Marker	0	map_expedition_epic_chest_marker_count_+
map_expedition_explosion_radius_+%	{0}% increased Expedition Explosive Radius in your Maps	0	map_expedition_explosion_radius_+%
map_expedition_explosives_+%	{0}% increased number of Explosives in your Maps	0	map_expedition_explosives_+%
map_expedition_extra_relic_suffix_chance_%	Remnants in your Maps have {0}% chance to have an additional Suffix Modifier	0	map_expedition_extra_relic_suffix_chance_%
map_expedition_fuse_burn_time_+%	Expedition Detonation Chains in your Maps travel {0}% slower	0	map_expedition_fuse_burn_time_+%
map_expedition_gwennen_encounter_chance_+%	Expeditions in your Maps have {0}% increased chance to be led by Gwennen	0	map_expedition_gwennen_encounter_chance_+%
map_expedition_league	Area contains an Expedition Encounter	0	map_expedition_league
map_expedition_logbooks_drop_with_X_implicits	Expedition Logbooks found in your Maps always have {0} Implicit Modifiers	0	map_expedition_logbooks_drop_with_X_implicits
map_expedition_maximum_placement_distance_+%	{0}% increased Expedition Explosive Placement Range in your Maps	0	map_expedition_maximum_placement_distance_+%
map_expedition_monster_spawn_additional_missing_life_%	Expedition Monsters in your Maps spawn with an additional {0}% of Life missing	0	map_expedition_monster_spawn_additional_missing_life_%
map_expedition_monster_spawn_with_half_life	Expedition Monsters in your Maps spawn with half of their Life missing	0	map_expedition_monster_spawn_with_half_life
map_expedition_number_of_monster_markers_+%	Area contains {0}% increased number of Monster Markers	0	map_expedition_number_of_monster_markers_+%
map_expedition_rare_monsters_+%	{0}% increased number of Rare Expedition Monsters in your Maps	0	map_expedition_rare_monsters_+%
map_expedition_relic_mod_effect_+%	{0}% increased Effect of Remnants in your Maps	0	map_expedition_relic_mod_effect_+%
map_expedition_relics_+	Expeditions in your Maps have {0:+d} Remnant	0	map_expedition_relics_+
map_expedition_relics_+%	Area contains {0}% increased number of Remnants	0	map_expedition_relics_+%
map_expedition_rog_encounter_chance_+%	Expeditions in your Maps have {0}% increased chance to be led by Rog	0	map_expedition_rog_encounter_chance_+%
map_expedition_saga_additional_terrain_features	Area contains an additional Underground Area	0	map_expedition_saga_additional_terrain_features
map_expedition_saga_contains_boss	Area contains Medved, Feller of Heroes	0	map_expedition_saga_contains_boss
map_expedition_tujen_encounter_chance_+%	Expeditions in your Maps have {0}% increased chance to be led by Tujen	0	map_expedition_tujen_encounter_chance_+%
map_expedition_twinned_elites	Runic Monsters in your Maps are Duplicated	0	map_expedition_twinned_elites
map_expedition_uncommon_chest_marker_count_+	Area contains {0} additional Uncommon Chest Marker	0	map_expedition_uncommon_chest_marker_count_+
map_expedition_vendor_reroll_currency_quantity_+%	{0}% increased Quantity of Exotic Coinage dropped by Monsters in your Maps	0	map_expedition_vendor_reroll_currency_quantity_+%
map_expedition_x_extra_relic_prefixes	Remnants in your Maps have an additional Prefix Modifier	0	map_expedition_x_extra_relic_prefixes
map_expedition_x_extra_relic_suffixes	Remnants in your Maps have an additional Suffix Modifier	0	map_expedition_x_extra_relic_suffixes
map_experience_gain_+%	{0}% increased Experience gain in your Maps	0	map_experience_gain_+%
map_extra_gold_piles_chance_%	{0}% increased Gold found in your Maps	0	map_extra_gold_piles_chance_%
map_extra_monolith_%_chance	Your Maps have {0}% chance to contain an additional Essence	0	map_extra_monolith_%_chance
map_extra_monoliths	Your Maps contain an additional Essence	0	map_extra_monoliths
map_favour_from_alva_missions_+%	Alva Missions in your Maps grant {0}% increased Favour	0	map_favour_from_alva_missions_+%
map_favour_from_einhar_missions_+%	Einhar Missions in your Maps grant {0}% increased Favour	0	map_favour_from_einhar_missions_+%
map_favour_from_jun_missions_+%	Jun Missions in your Maps grant {0}% increased Favour	0	map_favour_from_jun_missions_+%
map_favour_from_niko_missions_+%	Completing Niko Missions in your Maps grants {0}% increased Favour	0	map_favour_from_niko_missions_+%
map_favour_from_zana_missions_+%	Zana Missions in your Maps grant {0}% increased Favour	0	map_favour_from_zana_missions_+%
map_final_boss_map_key_of_at_least_same_tier_as_current_map_drop_chance_%	Map Boss has +{0}% chance to drop a Waystone of the current tier or higher	0	map_final_boss_map_key_of_at_least_same_tier_as_current_map_drop_chance_%
map_first_invasion_boss_killed_drops_x_additional_currency	An additional Basic Currency Item drops when the first Invasion Boss is slain	0	map_first_invasion_boss_killed_drops_x_additional_currency
map_first_strongbox_contains_x_additional_rare_monsters	The first Strongbox Opened in this Area is guarded by an additional Rare Monster	0	map_first_strongbox_contains_x_additional_rare_monsters
map_first_unique_beyond_boss_slain_drops_x_beyond_uniques	A Beyond Unique drops when the first Unique Monster from Beyond is slain	0	map_first_unique_beyond_boss_slain_drops_x_beyond_uniques
map_fishy_effect_0	Your Maps are Alluring	0	map_fishy_effect_0,map_fishy_effect_1,map_fishy_effect_2,map_fishy_effect_3
map_fishy_effect_1	Your Maps are Alluring	1	map_fishy_effect_0,map_fishy_effect_1,map_fishy_effect_2,map_fishy_effect_3
map_fishy_effect_2	Your Maps are Alluring	2	map_fishy_effect_0,map_fishy_effect_1,map_fishy_effect_2,map_fishy_effect_3
map_fishy_effect_3	Your Maps are Alluring	3	map_fishy_effect_0,map_fishy_effect_1,map_fishy_effect_2,map_fishy_effect_3
map_fixed_seed	Areas Have the Same Layout for all Players	0	map_fixed_seed
map_flask_charges_recovered_per_3_seconds_%	{0} Flask Charges recovered every 3 seconds	0	map_flask_charges_recovered_per_3_seconds_%
map_flasks_drop_with_max_quality_chance_%	Flasks found in your Maps have {0}% chance to have 20% Quality	0	map_flasks_drop_with_max_quality_chance_%
map_force_side_area	Map has a Vaal Side Area	0	map_force_side_area
map_force_stone_circle	Area contains a Stone Circle	0	map_force_stone_circle
map_friendly_fire	Other Players are classified as Enemies	0	map_friendly_fire
map_gain_additional_alva_mission_%_chance_on_map_completion	Your Maps have {0}% chance to grant an additional Alva Mission on Completion	0	map_gain_additional_alva_mission_%_chance_on_map_completion
map_gain_additional_alva_mission_permyriad_chance_on_map_completion	Your Maps have {0}% chance to grant an additional Alva Mission on Completion	0	map_gain_additional_alva_mission_permyriad_chance_on_map_completion
map_gain_additional_einhar_mission_%_chance_on_map_completion	Your Maps have {0}% chance to grant an additional Einhar Mission on Completion	0	map_gain_additional_einhar_mission_%_chance_on_map_completion
map_gain_additional_einhar_mission_permyriad_chance_on_map_completion	Your Maps have {0}% chance to grant an additional Einhar Mission on Completion	0	map_gain_additional_einhar_mission_permyriad_chance_on_map_completion
map_gain_additional_jun_mission_%_chance_on_map_completion	Your Maps have {0}% chance to grant an additional Jun Mission on Completion	0	map_gain_additional_jun_mission_%_chance_on_map_completion
map_gain_additional_jun_mission_permyriad_chance_on_map_completion	Your Maps have {0}% chance to grant an additional Jun Mission on Completion	0	map_gain_additional_jun_mission_permyriad_chance_on_map_completion
map_gain_additional_niko_mission_%_chance_on_map_completion	Your Maps have {0}% chance to grant an additional Niko Mission on Completion	0	map_gain_additional_niko_mission_%_chance_on_map_completion
map_gain_additional_niko_mission_permyriad_chance_on_map_completion	Your Maps have {0}% chance to grant an additional Niko Mission on Completion	0	map_gain_additional_niko_mission_permyriad_chance_on_map_completion
map_gain_additional_zana_mission_%_chance_on_map_completion	Your Maps have {0}% chance to grant an additional Kirac Mission on Completion	0	map_gain_additional_zana_mission_%_chance_on_map_completion
map_gain_additional_zana_mission_permyriad_chance_on_map_completion	Your Maps have {0}% chance to grant an additional Kirac Mission on Completion	0	map_gain_additional_zana_mission_permyriad_chance_on_map_completion
map_gain_blight_map_craft_on_completion_chance_%	{}% chance on Completing your Maps to gain a free use of the Blight Map Crafting Option	0	map_gain_blight_map_craft_on_completion_chance_%
map_gain_master_missions_instead_of_master_naturally_spawning	If your Maps would contain a randomly encountered Master, they instead grant that Master's Mission when completed	0	map_gain_master_missions_instead_of_master_naturally_spawning
map_gain_onslaught_for_x_ms_on_killing_rare_monster	Players gain Onslaught for {0} seconds when they Kill a Rare Monster	0	map_gain_onslaught_for_x_ms_on_killing_rare_monster
map_gain_random_map_craft_on_completion_chance_%	{0}% chance on Completing your Maps to gain a free use of a random Map Crafting option	0	map_gain_random_map_craft_on_completion_chance_%
map_gain_special_map_craft_on_completion_chance_%	{0}% chance on Completing your Maps to gain a free use of a special Map Crafting option	0	map_gain_special_map_craft_on_completion_chance_%
map_gauntlet_unique_monster_life_+%	Unique Monsters have {0}% increased Maximum Life	0	map_gauntlet_unique_monster_life_+%
map_gems_drop_20%_quality_%_chance	Gems found in your Maps have {0}% chance to have 20% Quality	0	map_gems_drop_20%_quality_%_chance
map_gold_+%	{0}% increased Gold found in your Maps	0	map_gold_+%
map_gold_drop_chance_+%_in_mountain_biome	Mountain Biome Maps have {0}% increased chance to drop Gold	0	map_gold_drop_chance_+%_in_mountain_biome
map_golemworks_increased_effect_of_incursion_temple_rooms	{0}% increased effect of Temple Mods from Generators, Synthflesh Labs, Flesh Surgeons, Transcendent Barracks, and Alchemy Labs	0	map_golemworks_increased_effect_of_incursion_temple_rooms
map_grants_players_level_20_dash_skill	Players have Level 20 Dash Skill	0	map_grants_players_level_20_dash_skill
map_greed_shrine_chance_+%	{0}% increased chance for Shrines in your Maps to be Greed Shrines	0	map_greed_shrine_chance_+%
map_greed_shrine_effect_+%	{0}% increased effect of Greed Shrines in your Maps	0	map_greed_shrine_effect_+%
map_ground_consecrated	Your Maps contain patches of Consecrated Ground	0	map_ground_consecrated
map_ground_consecrated_life_regeneration_rate_per_minute_%	Area has patches of Consecrated Ground	0	map_ground_consecrated_life_regeneration_rate_per_minute_%
map_ground_haste_action_speed_+%	Your Maps contain Slipstreams	0	map_ground_haste_action_speed_+%
